Patient: S8R
Motion description: Dynamic Trial; Backward flexion; Weight: 2.4 kg;
 
---------------------------DATA--------------------------------
Note: all force components are represenetd in a right-handed coordinate system
The local coordinate system of the glenoid is defined as: Xg forward, Yg upward, Zg lateral
 
Time:
starts at the time frame where the first "1" occurs in the original dataset
ends at the time frame where the last "1" occurs in the original dataset
 
Forces:
Fgx, Fgy, Fgz: force components in the glenoid system
Fg:  the resultant force

Moments:
Mgx, Mgy, Mgz: Moment components in the glenoid system
Mg:  the resultant moment

Marker column:
0: kinematic data do not exist
1: kinematic data exist
2: errors/jumps in kinematic data
3: NaN (Not-a-Number) in kinematic data
 
Time	Fgx	Fgy	Fgz	Fg	Mgx	Mgy	Mgz	Mg	Marker
[s]	[N]	[N]	[N]	[N]	[Nm]	[Nm]	[Nm]	[Nm]    [0/1/2/3]
8.497	-108.30	-83.50	-196.16	239.12	-0.51	-0.36	0.18	0.65	1
8.507	-110.08	-88.57	-197.01	242.44	-0.52	-0.37	0.19	0.66	1
8.517	-110.92	-92.18	-195.18	242.68	-0.52	-0.38	0.19	0.67	1
8.527	-108.91	-90.45	-189.28	236.37	-0.51	-0.35	0.20	0.65	1
8.537	-106.94	-90.27	-185.29	232.20	-0.51	-0.33	0.20	0.64	1
8.548	-105.93	-93.22	-184.80	232.52	-0.50	-0.31	0.20	0.63	1
8.558	-107.20	-101.94	-189.96	240.77	-0.51	-0.33	0.21	0.64	1
8.568	-107.97	-109.62	-195.12	248.49	-0.50	-0.34	0.23	0.65	1
8.578	-108.35	-116.41	-198.11	254.04	-0.49	-0.35	0.21	0.64	1
8.588	-107.77	-118.62	-197.02	253.97	-0.49	-0.33	0.22	0.63	1
8.598	-107.68	-122.22	-195.08	254.14	-0.48	-0.32	0.20	0.61	1
8.608	-106.63	-120.88	-191.27	250.13	-0.46	-0.28	0.20	0.58	1
8.618	-107.08	-122.11	-190.73	250.51	-0.45	-0.27	0.20	0.56	1
8.628	-109.02	-128.35	-194.60	257.35	-0.44	-0.28	0.21	0.56	1
8.638	-111.18	-133.92	-200.23	265.30	-0.43	-0.30	0.22	0.57	1
8.648	-114.60	-141.47	-206.80	275.52	-0.41	-0.32	0.22	0.57	1
8.658	-117.28	-146.64	-211.18	282.58	-0.40	-0.35	0.23	0.57	1
8.668	-118.21	-145.03	-210.92	281.95	-0.37	-0.34	0.23	0.55	1
8.679	-118.67	-142.17	-209.64	279.72	-0.35	-0.33	0.22	0.53	1
8.689	-119.63	-141.50	-210.17	280.19	-0.34	-0.32	0.20	0.51	1
8.699	-121.00	-144.10	-213.04	284.24	-0.33	-0.32	0.19	0.49	1
8.709	-122.00	-149.77	-217.11	290.60	-0.31	-0.32	0.19	0.48	1
8.719	-124.36	-158.88	-223.65	301.21	-0.29	-0.33	0.17	0.47	1
8.729	-128.57	-165.32	-230.48	311.42	-0.27	-0.34	0.17	0.47	1
8.739	-133.14	-164.24	-233.75	315.19	-0.24	-0.31	0.15	0.42	1
8.749	-136.53	-160.26	-234.30	314.99	-0.21	-0.28	0.11	0.37	1
8.759	-138.24	-159.79	-235.19	316.16	-0.18	-0.26	0.08	0.32	1
8.769	-133.40	-155.04	-231.78	309.12	-0.14	-0.22	0.05	0.27	1
