Patient: S8R
Motion description: Dynamic Trial; Abduction; Weight: 2.4 kg;
 
---------------------------DATA--------------------------------
Note: all force components are represenetd in a right-handed coordinate system
The local coordinate system of the glenoid is defined as: Xg forward, Yg upward, Zg lateral
 
Time:
starts at the time frame where the first "1" occurs in the original dataset
ends at the time frame where the last "1" occurs in the original dataset
 
Forces:
Fgx, Fgy, Fgz: force components in the glenoid system
Fg:  the resultant force

Moments:
Mgx, Mgy, Mgz: Moment components in the glenoid system
Mg:  the resultant moment

Marker column:
0: kinematic data do not exist
1: kinematic data exist
2: errors/jumps in kinematic data
3: NaN (Not-a-Number) in kinematic data
 
Time	Fgx	Fgy	Fgz	Fg	Mgx	Mgy	Mgz	Mg	Marker
[s]	[N]	[N]	[N]	[N]	[Nm]	[Nm]	[Nm]	[Nm]    [0/1/2/3]
5.672	-158.94	-320.06	-1109.65	1165.78	-2.66	-2.92	1.86	4.37	1
5.682	-151.68	-325.88	-1102.58	1159.69	-2.58	-2.89	1.81	4.28	1
5.691	-140.48	-328.42	-1091.77	1148.72	-2.48	-2.82	1.77	4.15	1
5.700	-132.61	-337.34	-1077.96	1137.27	-2.39	-2.75	1.72	4.03	1
5.710	-128.22	-356.35	-1064.39	1129.76	-2.31	-2.70	1.69	3.94	1
5.719	-123.77	-372.62	-1054.44	1125.17	-2.25	-2.68	1.67	3.88	1
5.728	-119.17	-387.68	-1046.53	1122.37	-2.20	-2.70	1.65	3.86	1
5.738	-114.02	-411.37	-1042.59	1126.60	-2.17	-2.77	1.62	3.88	1
5.747	-109.31	-436.88	-1040.35	1133.64	-2.12	-2.85	1.61	3.90	1
5.756	-104.31	-454.90	-1036.94	1137.13	-2.09	-2.88	1.60	3.90	1
5.766	-99.20	-460.00	-1027.77	1130.38	-2.03	-2.85	1.59	3.84	1
5.775	-94.26	-455.62	-1017.15	1118.51	-1.97	-2.78	1.59	3.76	1
5.784	-91.56	-445.35	-1004.75	1102.83	-1.93	-2.69	1.58	3.67	1
5.793	-92.46	-424.21	-990.10	1081.11	-1.90	-2.57	1.56	3.55	1
5.803	-93.36	-416.06	-977.52	1066.47	-1.87	-2.51	1.53	3.48	1
5.812	-92.58	-413.51	-967.82	1056.52	-1.85	-2.48	1.49	3.43	1
5.821	-86.04	-427.70	-964.37	1058.46	-1.84	-2.49	1.50	3.44	1
5.830	-78.69	-439.35	-960.77	1059.38	-1.82	-2.51	1.51	3.45	1
5.840	-75.73	-436.13	-951.91	1049.80	-1.81	-2.47	1.50	3.41	1
5.849	-73.67	-441.86	-945.42	1046.18	-1.80	-2.46	1.48	3.39	1
5.858	-71.68	-454.41	-942.72	1048.98	-1.79	-2.49	1.46	3.40	1
5.867	-70.49	-458.22	-942.44	1050.30	-1.79	-2.46	1.48	3.38	1
5.876	-71.65	-456.00	-940.20	1047.40	-1.80	-2.42	1.47	3.36	1
5.886	-72.39	-457.09	-938.60	1046.49	-1.80	-2.40	1.48	3.34	1
5.895	-69.56	-461.86	-942.92	1052.26	-1.82	-2.38	1.52	3.36	1
5.904	-67.27	-464.49	-942.02	1052.46	-1.82	-2.39	1.49	3.35	1
5.913	-60.84	-471.99	-947.53	1060.33	-1.83	-2.39	1.51	3.37	1
5.922	-56.55	-482.13	-950.48	1067.27	-1.84	-2.42	1.50	3.39	1
5.931	-53.00	-495.72	-957.60	1079.61	-1.87	-2.45	1.53	3.44	1
5.940	-53.39	-498.04	-961.23	1083.91	-1.90	-2.44	1.54	3.45	1
5.950	-53.87	-507.80	-966.16	1092.81	-1.93	-2.44	1.55	3.48	1
5.959	-51.70	-517.53	-975.13	1105.16	-1.96	-2.44	1.59	3.51	1
5.968	-48.76	-516.53	-982.62	1111.18	-1.99	-2.40	1.63	3.52	1
5.977	-44.77	-511.04	-987.57	1112.86	-1.99	-2.36	1.65	3.50	1
5.986	-41.20	-502.26	-991.42	1112.15	-2.01	-2.33	1.65	3.49	1
5.995	-38.19	-504.98	-995.33	1116.76	-2.03	-2.33	1.66	3.51	1
6.004	-36.07	-517.00	-999.37	1125.76	-2.06	-2.36	1.68	3.55	1
6.013	-32.99	-532.44	-1002.93	1135.98	-2.09	-2.39	1.71	3.61	1
6.022	-27.84	-545.65	-1005.04	1143.95	-2.11	-2.43	1.72	3.65	1
6.031	-23.38	-556.10	-1005.47	1149.25	-2.12	-2.46	1.70	3.67	1
6.040	-22.49	-566.72	-1005.34	1154.29	-2.14	-2.48	1.70	3.69	1
6.049	-26.06	-562.46	-1004.89	1151.89	-2.15	-2.46	1.68	3.67	1
6.058	-29.90	-550.20	-1007.58	1148.40	-2.15	-2.41	1.67	3.64	1
6.067	-30.77	-545.34	-1012.67	1150.59	-2.15	-2.41	1.67	3.63	1
6.076	-31.11	-542.46	-1017.63	1153.60	-2.17	-2.39	1.66	3.63	1
6.085	-30.42	-546.01	-1021.34	1158.53	-2.19	-2.38	1.66	3.63	1
6.094	-30.02	-545.82	-1023.94	1160.72	-2.20	-2.37	1.66	3.64	1
6.103	-30.86	-544.26	-1025.80	1161.66	-2.19	-2.37	1.67	3.64	1
6.112	-30.03	-558.70	-1029.28	1171.52	-2.18	-2.43	1.70	3.68	1
6.121	-28.99	-568.36	-1031.56	1178.13	-2.20	-2.46	1.72	3.72	1
6.130	-27.36	-582.19	-1033.54	1186.55	-2.21	-2.49	1.73	3.75	1
6.139	-26.76	-600.62	-1034.92	1196.88	-2.22	-2.56	1.75	3.82	1
6.148	-29.64	-595.82	-1035.09	1194.69	-2.21	-2.54	1.75	3.79	1
6.157	-31.39	-592.76	-1036.04	1194.04	-2.20	-2.53	1.75	3.78	1
6.166	-31.17	-586.81	-1035.57	1190.68	-2.22	-2.48	1.73	3.76	1
6.175	-30.48	-579.32	-1035.10	1186.58	-2.22	-2.44	1.70	3.71	1
6.183	-27.76	-587.81	-1038.06	1193.26	-2.22	-2.46	1.70	3.73	1
6.192	-26.21	-587.17	-1041.56	1195.96	-2.22	-2.45	1.71	3.72	1
6.201	-25.39	-593.35	-1042.74	1200.01	-2.21	-2.44	1.71	3.71	1
6.210	-25.68	-589.57	-1041.66	1197.21	-2.20	-2.40	1.70	3.68	1
6.219	-23.84	-590.96	-1038.27	1194.91	-2.20	-2.39	1.69	3.66	1
6.228	-21.75	-580.18	-1034.86	1186.60	-2.18	-2.34	1.67	3.60	1
6.237	-20.67	-579.75	-1030.65	1182.70	-2.15	-2.34	1.65	3.58	1
6.246	-22.27	-571.42	-1027.37	1175.81	-2.11	-2.32	1.64	3.54	1
6.255	-24.10	-563.49	-1023.20	1168.35	-2.06	-2.32	1.64	3.51	1
6.264	-23.86	-560.10	-1018.26	1162.38	-2.01	-2.34	1.65	3.50	1
6.273	-22.68	-564.21	-1013.63	1160.30	-1.96	-2.39	1.66	3.51	1
6.282	-20.74	-577.70	-1009.74	1163.51	-1.94	-2.44	1.68	3.54	1
6.291	-21.21	-572.70	-1003.42	1155.54	-1.92	-2.43	1.68	3.52	1
6.300	-20.81	-565.77	-998.89	1148.18	-1.89	-2.42	1.66	3.48	1
6.309	-20.33	-556.78	-995.15	1140.50	-1.88	-2.41	1.63	3.47	1
6.318	-20.55	-537.17	-992.89	1129.07	-1.86	-2.36	1.61	3.41	1
6.327	-19.26	-524.53	-994.08	1124.14	-1.85	-2.33	1.59	3.37	1
6.336	-17.88	-523.13	-995.32	1124.57	-1.84	-2.34	1.59	3.38	1
6.345	-16.87	-520.25	-996.65	1124.39	-1.83	-2.34	1.60	3.38	1
6.354	-16.58	-516.81	-997.57	1123.62	-1.83	-2.33	1.60	3.37	1
6.363	-15.72	-520.31	-996.47	1124.24	-1.82	-2.35	1.60	3.38	1
6.372	-15.13	-518.66	-993.88	1121.18	-1.82	-2.36	1.59	3.38	1
6.380	-14.81	-516.85	-990.16	1117.04	-1.80	-2.36	1.59	3.36	1
6.389	-14.33	-518.90	-985.78	1114.10	-1.77	-2.37	1.58	3.36	1
6.399	-14.23	-519.92	-979.97	1109.44	-1.75	-2.39	1.58	3.36	1
6.408	-13.84	-517.14	-973.78	1102.66	-1.72	-2.40	1.56	3.34	1
6.417	-15.89	-501.51	-967.02	1089.45	-1.69	-2.36	1.53	3.28	1
6.426	-19.07	-483.71	-960.84	1075.90	-1.67	-2.31	1.50	3.22	1
6.435	-21.49	-472.01	-955.19	1065.67	-1.64	-2.26	1.48	3.16	1
6.444	-23.18	-462.99	-949.87	1056.95	-1.63	-2.24	1.46	3.13	1
6.453	-24.13	-458.21	-945.72	1051.15	-1.60	-2.23	1.45	3.10	1
6.462	-25.29	-453.18	-942.91	1046.46	-1.58	-2.22	1.45	3.09	1
6.471	-26.20	-447.37	-942.34	1043.47	-1.56	-2.22	1.46	3.08	1
6.480	-29.14	-426.99	-940.54	1033.34	-1.53	-2.17	1.45	3.02	1
6.489	-31.30	-407.72	-939.88	1024.98	-1.51	-2.12	1.43	2.96	1
6.498	-33.24	-394.28	-939.86	1019.75	-1.48	-2.10	1.38	2.92	1
6.507	-33.42	-392.42	-944.92	1023.71	-1.46	-2.12	1.36	2.91	1
6.516	-32.98	-392.93	-952.44	1030.83	-1.43	-2.15	1.36	2.92	1
6.525	-33.35	-392.62	-960.33	1038.02	-1.41	-2.17	1.36	2.93	1
6.534	-33.35	-389.45	-967.70	1043.66	-1.38	-2.18	1.36	2.92	1
6.544	-32.36	-381.56	-973.25	1045.88	-1.37	-2.17	1.35	2.90	1
6.553	-32.25	-372.33	-977.04	1046.08	-1.36	-2.16	1.34	2.89	1
6.562	-34.11	-363.44	-979.80	1045.59	-1.35	-2.14	1.33	2.86	1
6.571	-37.50	-352.60	-982.85	1044.86	-1.33	-2.12	1.33	2.83	1
6.580	-40.65	-339.72	-987.67	1045.26	-1.32	-2.09	1.33	2.80	1
6.589	-43.05	-322.42	-993.34	1045.25	-1.29	-2.05	1.33	2.76	1
6.598	-43.35	-308.27	-998.57	1045.97	-1.28	-2.00	1.33	2.72	1
6.607	-42.42	-298.38	-1004.01	1048.27	-1.27	-1.97	1.31	2.69	1
6.616	-44.10	-287.13	-1009.98	1050.93	-1.25	-1.94	1.30	2.65	1
6.625	-46.29	-283.82	-1022.17	1061.85	-1.23	-1.94	1.33	2.66	1
6.634	-45.65	-287.03	-1035.59	1075.60	-1.21	-1.99	1.35	2.69	1
6.643	-41.86	-285.15	-1047.59	1086.51	-1.21	-2.00	1.35	2.70	1
6.652	-38.82	-270.77	-1056.99	1091.81	-1.22	-1.97	1.33	2.67	1
6.661	-36.74	-261.00	-1066.88	1098.96	-1.20	-1.97	1.32	2.66	1
6.670	-36.23	-256.12	-1074.81	1105.50	-1.18	-2.00	1.32	2.67	1
6.679	-35.97	-250.13	-1077.79	1107.02	-1.14	-2.00	1.29	2.64	1
6.687	-32.16	-256.46	-1082.76	1113.18	-1.14	-2.03	1.30	2.67	1
6.696	-33.18	-245.75	-1081.62	1109.68	-1.12	-2.00	1.27	2.62	1
6.705	-34.65	-238.73	-1082.98	1109.52	-1.09	-1.98	1.26	2.59	1
6.714	-38.99	-229.75	-1084.91	1109.66	-1.06	-1.96	1.25	2.55	1
6.723	-44.84	-222.06	-1088.58	1111.91	-1.01	-1.95	1.23	2.52	1
6.732	-45.47	-232.77	-1098.42	1123.73	-0.98	-2.00	1.24	2.55	1
6.741	-49.11	-227.15	-1100.97	1125.23	-0.94	-1.99	1.24	2.53	1
6.750	-50.32	-220.52	-1102.16	1125.13	-0.89	-1.98	1.24	2.50	1
6.759	-53.33	-210.21	-1100.38	1121.55	-0.84	-1.97	1.22	2.46	1
6.768	-56.78	-201.04	-1097.54	1117.25	-0.78	-1.96	1.21	2.44	1
6.777	-60.65	-193.96	-1092.13	1110.87	-0.74	-1.95	1.20	2.41	1
6.786	-63.91	-189.26	-1084.88	1103.12	-0.68	-1.94	1.18	2.37	1
6.795	-66.40	-187.96	-1079.63	1097.88	-0.64	-1.94	1.15	2.34	1
6.804	-69.51	-186.50	-1076.54	1094.78	-0.58	-1.95	1.13	2.33	1
6.813	-71.99	-186.50	-1076.54	1094.94	-0.53	-1.98	1.12	2.33	1
6.822	-76.32	-177.97	-1074.81	1092.11	-0.48	-1.95	1.10	2.29	1
6.831	-82.31	-163.97	-1073.64	1089.21	-0.43	-1.89	1.07	2.22	1
6.840	-91.05	-147.39	-1075.59	1089.46	-0.38	-1.84	1.05	2.15	1
6.849	-100.43	-130.37	-1080.69	1093.15	-0.33	-1.80	1.03	2.10	1
6.858	-106.56	-116.37	-1086.56	1097.95	-0.28	-1.75	1.01	2.04	1
6.867	-108.51	-111.66	-1090.30	1101.36	-0.23	-1.73	0.97	2.00	1
6.876	-113.00	-98.41	-1086.43	1096.71	-0.19	-1.68	0.95	1.94	1
6.885	-116.33	-92.29	-1082.87	1093.00	-0.14	-1.65	0.93	1.90	1
6.894	-121.80	-83.13	-1075.54	1085.60	-0.12	-1.61	0.90	1.85	1
6.903	-124.68	-72.06	-1068.90	1078.55	-0.08	-1.56	0.88	1.80	1
6.912	-123.64	-68.30	-1067.88	1077.18	-0.04	-1.57	0.87	1.79	1
6.921	-125.08	-60.36	-1066.28	1075.29	0.01	-1.56	0.87	1.79	1
6.930	-127.69	-52.39	-1063.49	1072.41	0.06	-1.57	0.85	1.79	1
6.939	-130.69	-43.45	-1059.31	1068.23	0.11	-1.56	0.84	1.78	1
6.948	-134.16	-34.49	-1051.72	1060.80	0.17	-1.55	0.82	1.76	1
6.957	-134.79	-28.68	-1042.88	1051.94	0.22	-1.53	0.80	1.74	1
6.966	-132.08	-26.68	-1033.36	1042.11	0.28	-1.50	0.77	1.71	1
6.975	-127.45	-28.93	-1026.43	1034.71	0.34	-1.50	0.75	1.71	1
6.984	-126.73	-33.34	-1018.58	1026.98	0.41	-1.50	0.72	1.71	1
6.993	-132.01	-31.23	-1010.00	1019.07	0.47	-1.50	0.69	1.72	1
7.002	-142.93	-21.50	-999.97	1010.36	0.54	-1.48	0.65	1.70	1
7.011	-155.57	-7.17	-988.97	1001.16	0.61	-1.44	0.60	1.68	1
7.020	-166.04	7.72	-975.94	989.99	0.66	-1.39	0.57	1.64	1
7.029	-172.18	16.94	-964.41	979.81	0.71	-1.33	0.55	1.61	1
7.038	-175.60	20.49	-954.72	970.95	0.76	-1.29	0.53	1.59	1
7.047	-180.03	27.15	-942.21	959.64	0.81	-1.25	0.51	1.57	1
7.056	-186.71	37.26	-926.27	945.64	0.86	-1.19	0.49	1.55	1
7.065	-194.03	43.04	-911.72	933.13	0.90	-1.15	0.45	1.53	1
7.074	-198.03	44.45	-901.58	924.15	0.95	-1.16	0.42	1.56	1
7.084	-199.60	46.28	-892.28	915.50	1.01	-1.18	0.37	1.60	1
7.093	-200.12	49.40	-877.97	901.84	1.08	-1.16	0.34	1.62	1
7.102	-198.61	48.16	-861.56	885.46	1.12	-1.16	0.31	1.64	1
7.111	-196.51	42.78	-843.75	867.39	1.16	-1.14	0.27	1.65	1
7.120	-198.62	41.95	-821.61	846.32	1.19	-1.13	0.23	1.66	1
7.130	-198.32	36.10	-799.82	824.83	1.23	-1.11	0.20	1.67	1
7.139	-188.43	24.35	-777.65	800.52	1.25	-1.09	0.19	1.66	1
7.148	-173.61	7.72	-755.47	775.20	1.26	-1.03	0.19	1.64	1
7.158	-167.21	4.20	-728.56	747.52	1.27	-0.93	0.19	1.59	1
7.167	-172.41	12.16	-698.99	720.04	1.28	-0.81	0.19	1.53	1
7.177	-176.16	8.56	-679.53	702.05	1.29	-0.75	0.16	1.50	1
7.186	-180.06	11.92	-654.74	679.15	1.30	-0.64	0.15	1.46	1
7.195	-179.47	3.93	-637.99	662.76	1.30	-0.56	0.13	1.42	1
7.205	-181.16	4.44	-617.10	643.16	1.28	-0.45	0.12	1.36	1
7.214	-180.51	1.50	-599.20	625.80	1.25	-0.36	0.11	1.30	1
7.224	-179.69	-0.75	-580.31	607.50	1.21	-0.29	0.09	1.25	1
7.234	-178.45	-3.21	-563.45	591.05	1.16	-0.22	0.09	1.19	1
7.243	-176.02	-5.43	-546.94	574.60	1.13	-0.16	0.09	1.14	1
7.253	-173.01	-6.95	-529.41	557.01	1.11	-0.11	0.08	1.12	1
7.262	-167.67	-13.16	-517.94	544.56	1.10	-0.10	0.08	1.10	1
7.272	-165.77	-10.93	-498.74	525.68	1.09	-0.05	0.06	1.10	1
7.282	-162.67	-14.38	-485.59	512.32	1.09	-0.04	0.04	1.09	1
7.291	-159.04	-20.41	-475.36	501.67	1.11	-0.05	0.01	1.11	1
7.301	-157.91	-20.57	-461.50	488.20	1.12	-0.03	0.01	1.12	1
7.311	-154.97	-28.90	-455.93	482.41	1.13	-0.06	-0.02	1.13	1
7.320	-153.21	-34.27	-448.15	474.86	1.14	-0.07	-0.03	1.14	1
7.330	-151.21	-37.18	-438.36	465.19	1.15	-0.06	-0.03	1.15	1
7.340	-147.09	-45.70	-433.73	460.27	1.15	-0.07	-0.05	1.15	1
7.350	-145.01	-48.66	-422.43	449.27	1.11	-0.04	-0.06	1.12	1
7.359	-142.43	-52.06	-413.01	439.96	1.08	-0.02	-0.07	1.08	1
7.369	-140.07	-54.79	-402.88	430.04	1.04	0.00	-0.08	1.04	1
7.379	-136.52	-58.98	-394.22	421.34	1.01	0.01	-0.09	1.01	1
7.389	-132.58	-62.55	-385.92	412.83	1.00	0.01	-0.11	1.01	1
7.399	-128.86	-64.30	-378.32	404.81	0.98	0.01	-0.12	0.99	1
7.409	-128.21	-55.28	-362.68	388.63	0.96	0.06	-0.11	0.96	1
7.419	-126.44	-47.75	-351.19	376.30	0.93	0.10	-0.09	0.94	1
7.428	-120.32	-53.78	-353.44	377.21	0.91	0.08	-0.11	0.92	1
7.438	-115.45	-56.95	-353.18	375.91	0.89	0.05	-0.12	0.89	1
7.448	-113.20	-53.38	-346.85	368.74	0.85	0.06	-0.11	0.85	1
7.458	-109.56	-54.96	-346.06	367.12	0.82	0.06	-0.11	0.83	1
7.468	-107.66	-55.89	-344.00	364.76	0.79	0.06	-0.13	0.81	1
7.478	-108.77	-50.56	-335.59	356.38	0.76	0.10	-0.12	0.78	1
7.488	-106.33	-58.09	-339.17	360.16	0.73	0.08	-0.15	0.75	1
7.498	-105.24	-63.20	-341.48	362.87	0.72	0.08	-0.17	0.75	1
7.508	-104.51	-67.39	-344.13	365.91	0.71	0.07	-0.19	0.74	1
7.517	-104.37	-68.38	-343.70	365.65	0.70	0.09	-0.20	0.74	1
7.527	-103.73	-68.48	-346.04	367.69	0.70	0.10	-0.21	0.74	1
7.537	-102.84	-66.11	-347.25	368.14	0.71	0.13	-0.21	0.75	1
7.547	-103.54	-59.49	-345.53	365.58	0.72	0.16	-0.21	0.77	1
7.557	-101.57	-62.15	-353.62	373.13	0.72	0.16	-0.24	0.78	1
7.567	-101.43	-60.89	-356.96	376.05	0.73	0.16	-0.25	0.79	1
7.577	-103.64	-56.01	-355.31	374.33	0.72	0.19	-0.25	0.79	1
7.587	-104.37	-54.72	-355.55	374.57	0.71	0.20	-0.26	0.78	1
7.596	-103.28	-56.20	-359.53	378.27	0.70	0.19	-0.29	0.79	1
7.606	-103.33	-52.90	-359.19	377.48	0.70	0.21	-0.29	0.78	1
7.616	-104.45	-45.60	-355.18	373.02	0.68	0.24	-0.26	0.77	1
7.626	-105.97	-38.79	-350.38	368.10	0.65	0.28	-0.24	0.75	1
7.636	-104.67	-44.53	-356.87	374.56	0.63	0.26	-0.27	0.74	1
7.645	-103.04	-52.01	-365.24	383.05	0.63	0.24	-0.30	0.74	1
7.655	-102.18	-58.72	-372.55	390.75	0.62	0.23	-0.34	0.75	1
7.665	-103.27	-59.14	-375.76	394.16	0.60	0.24	-0.33	0.73	1
7.675	-105.58	-54.95	-371.61	390.21	0.57	0.28	-0.31	0.71	1
7.685	-108.46	-51.05	-367.25	386.32	0.55	0.32	-0.29	0.70	1
7.695	-108.35	-58.01	-372.10	391.87	0.55	0.32	-0.31	0.70	1
7.704	-108.60	-65.86	-376.15	397.02	0.53	0.32	-0.33	0.71	1
7.714	-108.77	-73.67	-380.36	402.41	0.52	0.32	-0.36	0.71	1
7.724	-111.29	-71.45	-373.96	396.66	0.50	0.36	-0.34	0.71	1
7.734	-113.84	-68.85	-366.28	389.69	0.47	0.40	-0.33	0.70	1
7.744	-115.78	-68.84	-361.57	385.84	0.44	0.42	-0.32	0.69	1
7.754	-115.73	-75.24	-361.42	386.88	0.42	0.42	-0.35	0.69	1
7.764	-115.00	-82.26	-365.38	391.78	0.39	0.39	-0.35	0.66	1
7.773	-115.52	-79.17	-359.65	385.96	0.36	0.41	-0.31	0.63	1
7.783	-116.42	-73.32	-348.49	374.67	0.30	0.44	-0.27	0.60	1
7.793	-115.92	-72.66	-340.80	367.24	0.25	0.44	-0.26	0.56	1
7.803	-114.64	-70.77	-332.58	358.83	0.18	0.42	-0.24	0.52	1
7.813	-114.91	-65.64	-319.38	345.71	0.07	0.41	-0.18	0.46	1
7.823	-114.52	-68.46	-311.51	338.88	-0.05	0.36	-0.17	0.40	1
7.833	-113.53	-66.64	-302.07	329.51	-0.18	0.29	-0.12	0.36	1
7.843	-112.00	-75.28	-301.83	330.63	-0.31	0.19	-0.11	0.38	1
7.853	-111.43	-82.95	-300.10	330.69	-0.43	0.09	-0.10	0.45	1
7.863	-109.41	-92.43	-304.38	336.39	-0.54	-0.03	-0.08	0.55	1
7.873	-106.93	-104.37	-315.35	348.95	-0.63	-0.16	-0.08	0.65	1
7.883	-105.20	-110.58	-320.39	354.88	-0.68	-0.27	-0.06	0.74	1
7.893	-104.66	-112.00	-318.93	353.86	-0.73	-0.35	-0.03	0.81	1
7.903	-105.45	-111.85	-313.51	349.17	-0.76	-0.43	-0.02	0.88	1
7.913	-106.18	-110.33	-305.99	342.16	-0.77	-0.51	0.01	0.92	1
7.923	-104.41	-113.69	-309.68	346.01	-0.74	-0.63	0.04	0.97	1
7.933	-100.32	-122.08	-319.33	356.28	-0.70	-0.78	0.05	1.05	1
7.943	-97.63	-126.88	-318.67	356.62	-0.66	-0.89	0.04	1.10	1
7.954	-94.65	-127.79	-318.44	355.94	-0.65	-0.97	0.06	1.17	1
7.964	-92.68	-131.42	-321.05	359.08	-0.63	-1.07	0.06	1.24	1
7.974	-92.98	-127.39	-314.82	352.11	-0.62	-1.12	0.09	1.28	1
7.984	-89.94	-136.77	-327.14	365.81	-0.60	-1.25	0.07	1.39	1
7.994	-89.08	-139.00	-330.60	369.53	-0.56	-1.34	0.07	1.45	1
8.004	-89.54	-142.62	-332.93	373.09	-0.52	-1.42	0.05	1.51	1
8.015	-89.18	-144.39	-334.72	375.29	-0.46	-1.50	0.05	1.57	1
8.025	-88.56	-147.31	-335.74	377.18	-0.40	-1.56	0.04	1.61	1
8.035	-86.97	-153.95	-341.52	384.58	-0.32	-1.63	0.02	1.66	1
8.045	-86.49	-156.29	-344.30	387.88	-0.25	-1.69	0.02	1.71	1
8.055	-86.73	-160.24	-346.97	391.90	-0.20	-1.74	0.01	1.75	1
8.066	-88.60	-162.60	-349.19	395.25	-0.17	-1.80	0.00	1.81	1
8.076	-92.37	-154.91	-345.72	389.94	-0.17	-1.83	0.05	1.84	1
8.086	-96.87	-141.97	-339.87	380.85	-0.18	-1.85	0.12	1.87	1
8.096	-101.50	-134.09	-340.55	379.81	-0.20	-1.91	0.17	1.92	1
8.107	-107.20	-126.86	-345.56	383.41	-0.26	-1.98	0.20	2.01	1
8.117	-115.83	-111.43	-348.02	383.34	-0.33	-2.04	0.29	2.09	1
8.127	-126.78	-90.23	-347.91	381.13	-0.43	-2.09	0.39	2.17	1
8.137	-137.50	-75.33	-357.94	390.77	-0.54	-2.18	0.45	2.29	1
8.147	-149.05	-57.96	-370.92	403.92	-0.67	-2.27	0.52	2.42	1
8.158	-162.19	-35.18	-379.97	414.63	-0.81	-2.34	0.60	2.55	1
8.168	-173.17	-19.51	-406.44	442.23	-0.95	-2.46	0.66	2.72	1
8.178	-185.96	0.59	-428.36	466.98	-1.09	-2.56	0.72	2.87	1
8.188	-198.94	22.12	-451.64	494.01	-1.22	-2.64	0.78	3.02	1
8.198	-212.46	47.34	-473.33	520.98	-1.36	-2.72	0.85	3.16	1
8.208	-226.49	75.82	-493.00	547.81	-1.49	-2.77	0.94	3.28	1
8.217	-238.53	96.87	-521.35	581.45	-1.62	-2.87	1.00	3.44	1
8.227	-251.48	121.38	-545.83	613.11	-1.74	-2.93	1.07	3.57	1
8.237	-262.54	138.62	-577.07	648.97	-1.85	-3.01	1.14	3.71	1
8.247	-273.22	155.06	-606.37	682.92	-1.97	-3.06	1.21	3.84	1
8.256	-281.82	166.76	-636.98	716.23	-2.07	-3.11	1.25	3.94	1
8.266	-286.25	170.51	-675.65	753.34	-2.18	-3.20	1.29	4.09	1
8.276	-291.05	176.61	-708.20	785.78	-2.28	-3.26	1.32	4.19	1
8.285	-295.53	181.15	-738.37	815.69	-2.38	-3.31	1.36	4.30	1
8.295	-298.88	187.07	-761.97	839.60	-2.48	-3.34	1.40	4.39	1
8.304	-303.25	194.61	-779.63	858.87	-2.58	-3.36	1.45	4.47	1
8.314	-305.96	199.00	-798.62	878.07	-2.68	-3.41	1.50	4.59	1
8.323	-309.39	202.17	-817.50	897.17	-2.78	-3.47	1.57	4.72	1
8.333	-312.12	200.71	-838.77	917.19	-2.88	-3.55	1.62	4.85	1
8.343	-314.52	195.92	-861.68	937.98	-2.97	-3.65	1.64	4.98	1
8.352	-316.58	189.42	-886.61	960.30	-3.03	-3.78	1.66	5.12	1
8.362	-314.34	178.55	-917.62	986.26	-3.10	-3.91	1.69	5.27	1
8.371	-313.06	173.88	-944.18	1009.81	-3.17	-4.02	1.73	5.40	1
8.380	-312.56	172.50	-964.97	1028.90	-3.25	-4.10	1.79	5.53	1
8.390	-311.58	167.26	-985.47	1047.00	-3.35	-4.19	1.83	5.67	1
8.399	-309.46	160.06	-1006.00	1064.62	-3.44	-4.27	1.87	5.80	1
8.409	-304.92	151.95	-1026.76	1081.81	-3.54	-4.36	1.95	5.94	1
8.418	-303.21	143.40	-1041.89	1094.55	-3.64	-4.42	1.99	6.07	1
8.428	-300.90	133.72	-1054.39	1104.61	-3.74	-4.47	2.03	6.17	1
8.437	-294.15	118.92	-1071.84	1117.81	-3.82	-4.54	2.09	6.29	1
8.447	-285.06	99.16	-1090.53	1131.52	-3.91	-4.60	2.14	6.41	1
8.456	-279.40	83.67	-1100.38	1138.38	-3.98	-4.62	2.17	6.47	1
8.466	-271.89	62.83	-1111.00	1145.51	-4.04	-4.62	2.19	6.51	1
8.475	-261.12	42.91	-1120.94	1151.76	-4.06	-4.58	2.18	6.50	1
8.485	-247.66	22.88	-1127.42	1154.53	-4.07	-4.52	2.16	6.45	1
8.494	-236.58	8.53	-1128.86	1153.42	-4.05	-4.42	2.16	6.37	1
8.504	-234.77	5.37	-1117.80	1142.20	-4.03	-4.25	2.16	6.24	1
8.513	-231.52	-2.70	-1109.32	1133.22	-4.01	-4.09	2.16	6.12	1
8.523	-222.51	-15.37	-1101.73	1124.08	-3.99	-3.93	2.11	5.99	1
8.532	-216.48	-26.47	-1098.04	1119.49	-3.96	-3.81	2.08	5.88	1
8.542	-226.06	-29.25	-1095.30	1118.77	-3.89	-3.77	2.05	5.79	1
8.551	-241.16	-21.30	-1093.06	1119.55	-3.85	-3.74	2.07	5.75	1
8.561	-247.26	-19.15	-1091.59	1119.40	-3.85	-3.70	2.10	5.73	1
8.570	-242.38	-29.56	-1093.51	1120.44	-3.84	-3.63	2.11	5.69	1
8.580	-233.15	-53.09	-1103.24	1128.86	-3.82	-3.59	2.11	5.65	1
8.589	-225.57	-77.73	-1113.85	1139.12	-3.76	-3.55	2.09	5.58	1
8.599	-216.84	-98.47	-1119.44	1144.49	-3.70	-3.50	2.07	5.50	1
