Patient: S8R
Motion description: Dynamic Trial; Forward flexion; Weight: 2.4 kg;
 
---------------------------DATA--------------------------------
Note: all force components are represenetd in a right-handed coordinate system
The local coordinate system of the glenoid is defined as: Xg forward, Yg upward, Zg lateral
 
Time:
starts at the time frame where the first "1" occurs in the original dataset
ends at the time frame where the last "1" occurs in the original dataset
 
Forces:
Fgx, Fgy, Fgz: force components in the glenoid system
Fg:  the resultant force

Moments:
Mgx, Mgy, Mgz: Moment components in the glenoid system
Mg:  the resultant moment

Marker column:
0: kinematic data do not exist
1: kinematic data exist
2: errors/jumps in kinematic data
3: NaN (Not-a-Number) in kinematic data
 
Time	Fgx	Fgy	Fgz	Fg	Mgx	Mgy	Mgz	Mg	Marker
[s]	[N]	[N]	[N]	[N]	[Nm]	[Nm]	[Nm]	[Nm]    [0/1/2/3]
11.676	-107.29	33.29	-336.37	354.63	1.85	1.08	-0.19	2.15	1
11.686	-105.65	27.94	-324.39	342.30	1.78	1.01	-0.17	2.05	1
11.695	-105.37	19.10	-315.45	333.13	1.70	0.93	-0.18	1.95	1
11.705	-103.36	15.25	-306.80	324.10	1.64	0.85	-0.16	1.85	1
11.715	-99.42	15.82	-299.06	315.55	1.58	0.79	-0.12	1.77	1
11.725	-95.96	15.70	-294.87	310.49	1.52	0.73	-0.08	1.68	1
11.735	-90.67	20.26	-282.91	297.77	1.47	0.71	-0.06	1.63	1
11.745	-89.12	15.85	-277.15	291.56	1.41	0.63	-0.07	1.55	1
11.754	-88.67	9.43	-272.51	286.73	1.35	0.55	-0.09	1.46	1
11.764	-84.31	15.50	-259.50	273.29	1.30	0.51	-0.06	1.40	1
11.774	-79.51	21.17	-243.25	256.79	1.25	0.47	-0.03	1.33	1
11.784	-74.57	24.39	-228.27	241.37	1.18	0.41	-0.01	1.25	1
11.794	-70.42	25.47	-213.90	226.63	1.09	0.34	0.00	1.14	1
11.804	-66.49	25.11	-203.23	215.30	1.01	0.25	0.02	1.04	1
11.814	-65.37	14.85	-200.49	211.40	0.91	0.12	-0.01	0.92	1
11.824	-64.87	2.47	-199.75	210.04	0.79	-0.02	-0.04	0.79	1
11.834	-63.23	-5.12	-195.23	205.28	0.69	-0.11	-0.06	0.70	1
11.844	-60.36	-8.38	-186.79	196.48	0.59	-0.20	-0.07	0.62	1
11.854	-56.79	-8.87	-174.56	183.78	0.50	-0.25	-0.09	0.57	1
11.864	-53.38	-6.08	-158.31	167.18	0.42	-0.27	-0.08	0.51	1
11.874	-50.75	-5.63	-142.77	151.63	0.34	-0.29	-0.08	0.46	1
11.885	-50.14	-13.95	-142.44	151.65	0.27	-0.35	-0.10	0.46	1
11.895	-48.03	-17.72	-137.25	146.49	0.20	-0.39	-0.12	0.45	1
11.905	-46.02	-19.44	-129.06	138.39	0.16	-0.41	-0.12	0.45	1
11.915	-45.35	-27.97	-135.41	145.52	0.10	-0.46	-0.12	0.49	1
11.925	-45.19	-33.43	-132.23	143.68	0.05	-0.49	-0.15	0.52	1
11.935	-43.81	-38.45	-133.24	145.43	0.01	-0.53	-0.14	0.54	1
11.946	-42.99	-42.48	-130.79	144.08	-0.03	-0.54	-0.15	0.56	1
11.956	-43.22	-50.28	-135.72	151.05	-0.07	-0.57	-0.19	0.61	1
11.966	-41.94	-51.94	-127.86	144.24	-0.10	-0.56	-0.19	0.60	1
11.976	-41.17	-54.17	-125.91	143.12	-0.13	-0.56	-0.18	0.60	1
11.986	-39.86	-53.06	-121.41	138.36	-0.15	-0.55	-0.15	0.59	1
11.996	-39.45	-53.38	-116.53	134.11	-0.19	-0.55	-0.14	0.60	1
12.007	-39.87	-56.92	-117.83	136.79	-0.21	-0.55	-0.13	0.61	1
12.017	-40.07	-60.27	-116.24	136.93	-0.23	-0.54	-0.13	0.60	1
12.027	-40.50	-64.52	-115.64	138.48	-0.25	-0.54	-0.14	0.61	1
12.037	-41.53	-72.58	-124.06	149.61	-0.27	-0.56	-0.16	0.64	1
12.048	-40.42	-72.66	-118.44	144.71	-0.27	-0.54	-0.15	0.63	1
12.058	-40.24	-75.77	-115.52	143.90	-0.27	-0.53	-0.16	0.61	1
12.068	-40.48	-80.00	-117.91	148.13	-0.27	-0.53	-0.16	0.62	1
12.078	-38.55	-78.44	-112.92	142.79	-0.26	-0.50	-0.14	0.58	1
12.088	-36.58	-77.12	-105.66	135.83	-0.25	-0.47	-0.12	0.55	1
12.099	-36.14	-78.69	-106.11	136.96	-0.25	-0.47	-0.11	0.54	1
12.109	-35.99	-78.02	-104.91	135.60	-0.25	-0.46	-0.10	0.53	1
12.119	-36.49	-79.28	-102.33	134.49	-0.25	-0.44	-0.09	0.51	1
