Data File:	S8R_200809_1_34.AKF
Measurement Programm:	5.4.17

------------------------MEASURING INFOS------------------------
Diagram Title #1	Forces and Moments at Shoulder Joint
Diagram Title #2	Measured Relative to Humerus

Comment #1	Shoulder Joint; Standard Test; Standing Position; Abduction; 2,4 kg; 150 deg.
Comment #2	S8R, 11 Months PO  *  three times

BodyWeight [N]:	830

Implant Type:	Shoulder Joint

Axes Directions X, Y, Z:	Medial, Anterior, Superior
Axes Origin:	Center of
Angle of Rotation (Deg):	Y = -52	X = -90	Y = -63,1
Displacement X, Y, Z (mm):	0	0	0
Activity Code:	shoulderactivities	1P_1_1_1_4_6	2P_1_67






---------------------------DATA--------------------------------

Number of Data Sets =	1200
Number of analog channels =	0
Time-Offset(sec) =	0.0
Max. Force (N, sec):	1678,71	2,737

Time	Fx	Fy	Fz	F	Mx	My	Mz	Marker
[s]	[N]	[N]	[N]	[N]	[Nm]	[Nm]	[Nm]	[0/1]

0.000	00135.85	00014.51	00145.62	00199.68	00000.46	00000.03	00000.10	0
0.010	00134.30	00013.06	00143.63	00197.07	00000.45	00000.03	00000.09	0
0.021	00131.64	00014.39	00138.89	00191.90	00000.44	00000.00	00000.09	0
0.031	00133.48	00014.21	00141.64	00195.15	00000.43	00000.01	00000.10	0
0.041	00135.48	00014.99	00144.15	00198.39	00000.44	00000.01	00000.12	0
0.051	00143.86	00015.62	00153.65	00211.06	00000.47	00000.03	00000.15	0
0.061	00148.55	00016.99	00158.82	00218.13	00000.49	00000.03	00000.17	0
0.071	00148.37	00016.29	00159.44	00218.41	00000.48	00000.03	00000.17	0
0.081	00152.11	00014.74	00165.07	00224.96	00000.48	00000.06	00000.17	0
0.092	00149.94	00014.94	00161.74	00221.06	00000.47	00000.04	00000.17	0
0.102	00152.46	00014.65	00164.22	00224.56	00000.48	00000.04	00000.18	0
0.112	00153.24	00016.69	00164.36	00225.33	00000.48	00000.03	00000.20	0
0.122	00151.70	00016.22	00163.30	00223.48	00000.47	00000.03	00000.19	0
0.132	00154.53	00014.64	00167.28	00228.20	00000.47	00000.05	00000.19	0
0.142	00150.84	00014.53	00161.54	00221.49	00000.45	00000.02	00000.19	0
0.152	00152.21	00014.51	00161.71	00222.54	00000.45	00000.02	00000.19	0
0.163	00149.82	00016.13	00157.53	00217.99	00000.44	-00000.01	00000.21	0
0.173	00144.45	00016.29	00150.84	00209.49	00000.42	-00000.03	00000.19	0
0.183	00144.28	00014.71	00152.48	00210.43	00000.40	-00000.01	00000.19	0
0.193	00138.95	00013.19	00147.55	00203.11	00000.37	-00000.01	00000.17	0
0.203	00137.16	00011.32	00146.16	00200.76	00000.36	-00000.01	00000.16	0
0.213	00134.67	00010.42	00143.21	00196.86	00000.36	-00000.01	00000.15	0
0.223	00134.39	00011.28	00141.87	00195.74	00000.36	-00000.02	00000.15	0
0.234	00141.49	00011.61	00150.38	00206.80	00000.39	00000.00	00000.17	0
0.244	00144.81	00013.23	00154.30	00212.02	00000.41	00000.00	00000.19	0
0.254	00149.36	00013.87	00159.90	00219.25	00000.43	00000.02	00000.20	0
0.264	00154.62	00014.07	00166.34	00227.54	00000.45	00000.04	00000.21	0
0.274	00149.30	00014.53	00158.83	00218.47	00000.43	00000.02	00000.20	0
0.284	00149.98	00014.74	00158.61	00218.79	00000.44	00000.02	00000.20	0
0.294	00150.35	00016.37	00157.85	00218.61	00000.45	00000.02	00000.22	0
0.304	00148.17	00016.64	00155.14	00215.17	00000.44	00000.02	00000.21	0
0.315	00152.83	00015.20	00162.60	00223.67	00000.45	00000.06	00000.22	0
0.325	00147.12	00014.21	00156.19	00215.04	00000.42	00000.06	00000.20	0
0.335	00148.76	00013.45	00158.09	00217.50	00000.43	00000.06	00000.20	0
0.345	00144.95	00014.63	00153.08	00211.32	00000.42	00000.05	00000.20	0
0.355	00139.50	00013.95	00146.74	00202.95	00000.40	00000.05	00000.18	0
0.365	00137.78	00013.69	00144.04	00199.80	00000.39	00000.05	00000.18	0
0.376	00137.55	00015.72	00141.89	00198.24	00000.39	00000.03	00000.19	0
0.386	00145.55	00016.04	00151.70	00210.84	00000.41	00000.07	00000.22	0
0.396	00143.78	00015.94	00148.72	00207.47	00000.40	00000.07	00000.23	0
0.406	00146.77	00015.58	00152.07	00211.92	00000.40	00000.08	00000.24	0
0.416	00143.08	00016.39	00147.81	00206.37	00000.37	00000.07	00000.26	0
0.426	00146.81	00017.31	00151.61	00211.75	00000.38	00000.08	00000.28	0
0.436	00151.29	00019.29	00155.74	00217.98	00000.40	00000.08	00000.31	0
0.447	00150.59	00019.33	00155.00	00216.97	00000.39	00000.09	00000.32	0
0.457	00147.18	00018.05	00151.84	00212.23	00000.37	00000.09	00000.31	0
0.467	00141.84	00019.38	00144.13	00203.14	00000.35	00000.07	00000.30	0
0.477	00147.15	00019.40	00150.80	00211.59	00000.36	00000.09	00000.32	0
0.487	00144.69	00019.63	00147.04	00207.22	00000.34	00000.08	00000.32	0
0.497	00147.23	00019.13	00149.84	00210.94	00000.33	00000.09	00000.33	0
0.508	00145.92	00019.14	00148.19	00208.85	00000.31	00000.09	00000.33	0
0.518	00148.04	00018.29	00150.61	00211.98	00000.30	00000.09	00000.34	0
0.528	00145.35	00018.46	00146.93	00207.49	00000.28	00000.07	00000.34	0
0.538	00140.25	00016.95	00141.87	00200.21	00000.25	00000.07	00000.32	0
0.548	00139.23	00017.31	00140.94	00198.86	00000.24	00000.06	00000.32	0
0.558	00139.57	00019.50	00139.76	00198.48	00000.24	00000.05	00000.33	0
0.568	00146.35	00019.04	00148.91	00209.65	00000.26	00000.08	00000.35	0
0.579	00144.45	00018.81	00146.64	00206.70	00000.25	00000.07	00000.34	0
0.589	00147.16	00018.88	00149.27	00210.46	00000.27	00000.08	00000.35	0
0.599	00144.47	00020.22	00145.53	00206.06	00000.26	00000.06	00000.35	0
0.609	00145.01	00020.47	00145.92	00206.74	00000.26	00000.06	00000.35	0
0.619	00145.70	00021.17	00145.87	00207.26	00000.27	00000.05	00000.35	0
0.629	00142.89	00020.08	00142.45	00202.76	00000.26	00000.05	00000.34	0
0.640	00140.99	00018.17	00141.53	00200.59	00000.25	00000.06	00000.32	0
0.650	00137.16	00018.86	00135.92	00194.02	00000.24	00000.04	00000.31	0
0.660	00139.00	00018.53	00138.37	00197.01	00000.24	00000.05	00000.31	0
0.670	00139.49	00018.91	00139.27	00198.02	00000.25	00000.06	00000.31	0
0.680	00144.03	00018.79	00144.28	00204.73	00000.27	00000.07	00000.31	0
0.690	00145.03	00019.91	00144.67	00205.82	00000.27	00000.07	00000.32	0
0.700	00142.46	00019.38	00142.03	00202.10	00000.26	00000.07	00000.30	0
0.711	00144.85	00021.31	00144.19	00205.50	00000.28	00000.07	00000.32	0
0.721	00143.93	00022.20	00142.05	00203.44	00000.28	00000.06	00000.32	0
0.731	00145.51	00021.26	00144.55	00206.20	00000.28	00000.08	00000.32	0
0.741	00142.80	00022.77	00139.89	00201.20	00000.27	00000.06	00000.32	0
0.751	00145.19	00022.41	00143.39	00205.29	00000.28	00000.08	00000.33	0
0.761	00140.48	00022.80	00137.35	00197.79	00000.26	00000.06	00000.32	0
0.772	00143.11	00022.18	00141.27	00202.31	00000.27	00000.08	00000.33	0
0.782	00140.19	00022.12	00138.17	00198.08	00000.26	00000.07	00000.32	0
0.792	00141.75	00022.10	00139.91	00200.39	00000.27	00000.08	00000.32	0
0.802	00140.47	00022.11	00138.29	00198.36	00000.26	00000.07	00000.32	0
0.812	00144.41	00021.06	00143.32	00204.54	00000.27	00000.09	00000.32	0
0.822	00141.51	00021.10	00140.20	00200.32	00000.26	00000.08	00000.32	0
0.833	00145.86	00020.31	00145.15	00206.77	00000.28	00000.09	00000.32	0
0.843	00146.68	00020.63	00145.59	00207.70	00000.28	00000.09	00000.33	0
0.853	00145.82	00020.15	00144.77	00206.47	00000.28	00000.09	00000.32	0
0.863	00148.10	00021.36	00146.93	00209.71	00000.29	00000.08	00000.35	0
0.873	00147.60	00020.93	00146.33	00208.89	00000.29	00000.08	00000.35	0
0.883	00144.87	00018.81	00144.66	00205.59	00000.27	00000.09	00000.33	0
0.893	00138.81	00019.48	00136.78	00195.85	00000.25	00000.07	00000.32	0
0.904	00141.65	00019.86	00140.99	00200.84	00000.26	00000.08	00000.34	0
0.914	00140.57	00020.43	00139.59	00199.15	00000.26	00000.08	00000.34	0
0.924	00144.08	00020.14	00143.70	00204.49	00000.27	00000.09	00000.34	0
0.934	00142.58	00021.20	00141.80	00202.20	00000.26	00000.09	00000.35	1
0.944	00143.64	00021.18	00142.95	00203.75	00000.27	00000.10	00000.35	1
0.954	00144.09	00022.33	00141.97	00203.51	00000.27	00000.09	00000.36	1
0.965	00140.77	00021.57	00138.21	00198.46	00000.26	00000.09	00000.34	1
0.975	00141.62	00022.64	00139.09	00199.78	00000.27	00000.09	00000.36	1
0.985	00141.03	00023.06	00137.87	00198.57	00000.27	00000.09	00000.36	1
0.995	00139.53	00022.47	00136.73	00196.65	00000.26	00000.10	00000.36	1
1.005	00136.10	00024.02	00131.64	00190.86	00000.25	00000.08	00000.36	1
1.015	00136.41	00022.96	00133.30	00192.11	00000.24	00000.10	00000.36	1
1.026	00132.85	00023.81	00127.92	00185.95	00000.23	00000.09	00000.35	1
1.036	00134.40	00022.60	00130.87	00188.95	00000.23	00000.11	00000.35	1
1.046	00134.58	00024.18	00130.07	00188.72	00000.24	00000.10	00000.36	1
1.056	00137.69	00023.51	00134.47	00193.89	00000.25	00000.12	00000.37	1
1.066	00136.28	00024.81	00132.06	00191.38	00000.25	00000.11	00000.37	1
1.076	00134.65	00023.82	00131.27	00189.56	00000.25	00000.11	00000.36	1
1.087	00131.84	00024.93	00127.04	00184.78	00000.24	00000.08	00000.36	1
1.097	00131.63	00023.69	00127.62	00184.87	00000.24	00000.09	00000.35	1
1.107	00129.43	00024.45	00124.07	00180.95	00000.23	00000.07	00000.34	1
1.117	00130.81	00022.94	00127.05	00183.79	00000.24	00000.09	00000.33	1
1.127	00129.85	00023.58	00125.53	00182.14	00000.24	00000.08	00000.32	1
1.137	00133.38	00022.34	00131.20	00188.42	00000.25	00000.10	00000.32	1
1.148	00131.36	00024.29	00127.63	00184.75	00000.25	00000.08	00000.31	1
1.158	00134.16	00023.37	00132.11	00189.73	00000.27	00000.10	00000.32	1
1.168	00132.85	00024.66	00129.51	00187.16	00000.27	00000.08	00000.31	1
1.178	00138.09	00023.99	00137.12	00196.08	00000.28	00000.10	00000.32	1
1.188	00135.53	00025.06	00132.64	00191.29	00000.28	00000.08	00000.31	1
1.198	00139.53	00024.09	00138.00	00197.72	00000.29	00000.11	00000.32	1
1.209	00136.31	00025.29	00132.75	00191.94	00000.27	00000.08	00000.32	1
1.219	00138.73	00024.41	00136.26	00195.98	00000.28	00000.10	00000.32	1
1.229	00135.07	00025.64	00130.64	00189.65	00000.27	00000.08	00000.32	1
1.239	00136.53	00024.07	00133.71	00192.61	00000.27	00000.10	00000.32	1
1.249	00133.70	00024.92	00129.31	00187.66	00000.26	00000.08	00000.32	1
1.259	00135.84	00023.24	00132.92	00191.47	00000.26	00000.10	00000.32	1
1.270	00134.36	00024.01	00130.44	00188.79	00000.26	00000.09	00000.32	1
1.280	00139.80	00022.76	00138.01	00197.76	00000.27	00000.12	00000.34	1
1.290	00140.05	00023.83	00137.28	00197.56	00000.27	00000.11	00000.35	1
1.300	00145.64	00023.12	00145.01	00206.82	00000.29	00000.13	00000.37	1
1.310	00138.54	00022.69	00136.06	00195.51	00000.26	00000.11	00000.35	1
1.320	00139.72	00021.91	00138.22	00197.75	00000.26	00000.12	00000.35	1
1.331	00136.84	00021.28	00135.07	00193.45	00000.25	00000.11	00000.34	1
1.341	00139.34	00020.20	00138.71	00197.65	00000.25	00000.13	00000.35	1
1.351	00139.12	00020.24	00138.60	00197.42	00000.25	00000.13	00000.35	1
1.361	00144.65	00019.42	00145.49	00206.08	00000.27	00000.15	00000.36	1
1.371	00144.34	00019.90	00145.08	00205.62	00000.27	00000.15	00000.36	1
1.381	00145.40	00019.44	00147.11	00207.75	00000.27	00000.16	00000.36	1
1.391	00148.35	00020.81	00150.08	00212.04	00000.29	00000.16	00000.38	1
1.402	00145.10	00019.77	00147.28	00207.69	00000.27	00000.17	00000.37	1
1.412	00143.99	00020.01	00146.41	00206.33	00000.27	00000.17	00000.37	1
1.422	00142.50	00020.23	00144.26	00203.78	00000.26	00000.17	00000.37	1
1.432	00142.07	00020.52	00144.56	00203.72	00000.26	00000.18	00000.38	1
1.442	00141.49	00022.46	00143.22	00202.57	00000.26	00000.18	00000.39	1
1.452	00140.57	00021.89	00143.31	00201.93	00000.26	00000.19	00000.38	1
1.463	00136.74	00023.33	00137.87	00195.58	00000.26	00000.19	00000.37	1
1.473	00137.64	00023.19	00139.48	00197.33	00000.28	00000.21	00000.36	1
1.483	00139.17	00025.11	00140.65	00199.45	00000.32	00000.23	00000.36	1
1.493	00141.45	00025.41	00144.04	00203.47	00000.36	00000.27	00000.35	1
1.503	00139.68	00024.64	00142.81	00201.27	00000.38	00000.30	00000.32	1
1.514	00143.31	00025.75	00146.87	00206.81	00000.44	00000.34	00000.32	1
1.524	00149.65	00025.25	00154.62	00216.65	00000.49	00000.38	00000.33	1
1.534	00152.49	00026.46	00157.34	00220.70	00000.51	00000.40	00000.34	1
1.544	00157.07	00027.28	00162.21	00227.44	00000.53	00000.42	00000.37	1
1.554	00160.37	00025.43	00166.81	00232.78	00000.53	00000.44	00000.39	1
1.565	00160.53	00023.84	00166.72	00232.67	00000.52	00000.44	00000.39	1
1.575	00162.15	00022.28	00168.13	00234.64	00000.52	00000.44	00000.41	1
1.585	00165.94	00018.26	00173.23	00240.58	00000.53	00000.47	00000.43	1
1.595	00165.42	00014.46	00172.25	00239.25	00000.53	00000.47	00000.43	1
1.605	00167.53	00009.94	00173.43	00241.33	00000.55	00000.47	00000.46	1
1.616	00172.47	00002.93	00178.98	00248.57	00000.58	00000.49	00000.48	1
1.626	00165.40	-00005.85	00169.76	00237.08	00000.57	00000.48	00000.48	1
1.636	00171.41	-00017.16	00176.82	00246.86	00000.61	00000.52	00000.51	1
1.646	00170.82	-00030.28	00176.13	00247.22	00000.63	00000.54	00000.52	1
1.656	00179.66	-00045.80	00189.07	00264.81	00000.67	00000.60	00000.54	1
1.666	00184.94	-00062.60	00198.39	00278.35	00000.71	00000.66	00000.55	1
1.676	00190.58	-00080.32	00206.95	00292.57	00000.73	00000.70	00000.56	1
1.686	00195.52	-00097.76	00214.06	00305.95	00000.75	00000.73	00000.57	1
1.696	00208.58	-00114.32	00230.19	00331.00	00000.80	00000.76	00000.61	1
1.706	00221.31	-00130.75	00244.67	00354.88	00000.86	00000.78	00000.64	1
1.716	00228.25	-00149.20	00252.99	00371.97	00000.90	00000.79	00000.64	1
1.726	00231.92	-00168.15	00258.25	00385.69	00000.93	00000.79	00000.63	1
1.736	00247.23	-00187.15	00276.92	00415.73	00001.02	00000.83	00000.65	1
1.746	00261.97	-00205.45	00295.36	00445.05	00001.10	00000.86	00000.66	1
1.755	00269.72	-00222.90	00304.25	00463.68	00001.16	00000.88	00000.65	1
1.765	00279.20	-00239.90	00315.45	00484.78	00001.24	00000.91	00000.64	1
1.775	00286.72	-00257.02	00324.64	00503.65	00001.30	00000.94	00000.62	1
1.785	00290.28	-00273.27	00327.32	00515.83	00001.37	00000.96	00000.58	1
1.794	00290.20	-00286.24	00324.52	00521.03	00001.42	00000.94	00000.55	1
1.804	00289.00	-00300.22	00322.60	00527.00	00001.48	00000.95	00000.51	1
1.814	00293.88	-00314.22	00327.19	00540.52	00001.55	00000.98	00000.49	1
1.823	00291.48	-00326.01	00322.95	00543.64	00001.61	00000.97	00000.47	1
1.833	00298.08	-00338.94	00328.85	00558.46	00001.70	00001.01	00000.46	1
1.842	00298.83	-00353.02	00329.57	00567.92	00001.77	00001.05	00000.44	1
1.852	00299.00	-00364.21	00327.03	00573.59	00001.84	00001.06	00000.43	1
1.862	00309.16	-00375.48	00335.40	00590.81	00001.95	00001.11	00000.45	1
1.871	00314.01	-00388.83	00338.61	00603.70	00002.02	00001.15	00000.45	1
1.881	00311.64	-00402.86	00334.34	00609.27	00002.08	00001.18	00000.42	1
1.890	00311.49	-00414.44	00331.43	00615.33	00002.14	00001.20	00000.42	1
1.900	00316.76	-00426.97	00334.62	00628.18	00002.23	00001.23	00000.42	1
1.909	00320.58	-00440.98	00335.09	00639.95	00002.30	00001.26	00000.41	1
1.919	00328.24	-00456.56	00339.60	00656.90	00002.37	00001.31	00000.40	1
1.928	00338.55	-00473.15	00348.82	00678.36	00002.46	00001.38	00000.37	1
1.938	00350.66	-00489.48	00359.41	00701.23	00002.55	00001.44	00000.35	1
1.947	00356.14	-00506.01	00360.63	00716.20	00002.63	00001.47	00000.31	1
1.957	00359.61	-00522.59	00358.63	00728.72	00002.69	00001.50	00000.27	1
1.966	00366.03	-00539.94	00360.39	00745.25	00002.77	00001.54	00000.24	1
1.976	00365.43	-00558.56	00353.36	00755.24	00002.81	00001.56	00000.19	1
1.985	00376.21	-00577.07	00359.28	00776.93	00002.91	00001.62	00000.17	1
1.994	00379.72	-00596.79	00358.00	00792.79	00002.98	00001.68	00000.14	1
2.004	00385.98	-00614.96	00360.69	00810.71	00003.06	00001.76	00000.12	1
2.013	00398.12	-00633.00	00370.43	00834.51	00003.16	00001.85	00000.13	1
2.022	00407.89	-00651.47	00377.49	00856.32	00003.25	00001.95	00000.13	1
2.032	00417.16	-00667.95	00383.33	00875.85	00003.34	00002.03	00000.13	1
2.041	00425.74	-00682.31	00387.52	00892.73	00003.43	00002.10	00000.14	1
2.050	00436.42	-00693.75	00392.96	00908.93	00003.54	00002.17	00000.17	1
2.059	00443.73	-00704.47	00393.66	00920.95	00003.63	00002.23	00000.18	1
2.069	00445.70	-00714.23	00388.34	00927.13	00003.71	00002.26	00000.19	1
2.078	00447.58	-00725.75	00383.38	00934.90	00003.78	00002.30	00000.17	1
2.087	00444.98	-00738.97	00375.55	00940.81	00003.83	00002.35	00000.12	1
2.096	00453.56	-00750.67	00382.82	00956.96	00003.92	00002.44	00000.12	1
2.105	00466.17	-00760.08	00394.20	00974.90	00004.03	00002.53	00000.13	1
2.115	00468.83	-00769.52	00393.28	00983.18	00004.09	00002.58	00000.10	1
2.124	00472.88	-00777.60	00394.56	00991.94	00004.17	00002.64	00000.08	1
2.133	00482.88	-00783.33	00402.62	01004.43	00004.26	00002.69	00000.07	1
2.142	00483.66	-00791.10	00398.87	01009.38	00004.32	00002.72	00000.01	1
2.152	00485.56	-00798.92	00397.00	01015.70	00004.38	00002.76	-00000.05	1
2.161	00489.19	-00806.64	00396.67	01023.38	00004.45	00002.80	-00000.09	1
2.170	00486.14	-00817.15	00390.00	01027.70	00004.49	00002.84	-00000.17	1
2.179	00490.21	-00824.03	00392.07	01035.88	00004.56	00002.89	-00000.21	1
2.188	00494.10	-00832.04	00393.60	01044.67	00004.63	00002.94	-00000.25	1
2.197	00492.03	-00841.76	00387.79	01049.30	00004.69	00002.98	-00000.33	1
2.207	00504.92	-00848.28	00402.05	01065.91	00004.79	00003.05	-00000.35	1
2.216	00509.66	-00855.03	00406.57	01075.23	00004.86	00003.09	-00000.40	1
2.225	00519.53	-00860.31	00416.38	01087.85	00004.95	00003.13	-00000.45	1
2.234	00519.60	-00869.72	00416.51	01095.39	00004.99	00003.15	-00000.55	1
2.243	00529.79	-00876.16	00424.78	01108.51	00005.07	00003.18	-00000.61	1
2.253	00535.02	-00885.88	00427.58	01119.75	00005.13	00003.21	-00000.67	1
2.262	00549.95	-00893.38	00438.91	01137.20	00005.23	00003.25	-00000.67	1
2.271	00559.01	-00905.62	00445.51	01153.74	00005.31	00003.31	-00000.69	1
2.280	00571.59	-00917.80	00456.51	01173.65	00005.40	00003.38	-00000.69	1
2.289	00581.16	-00930.00	00462.98	01190.38	00005.49	00003.44	-00000.71	1
2.298	00590.11	-00945.30	00470.86	01209.77	00005.57	00003.52	-00000.76	1
2.307	00602.10	-00960.83	00483.61	01232.72	00005.65	00003.61	-00000.81	1
2.316	00615.12	-00973.41	00497.46	01254.34	00005.74	00003.67	-00000.86	1
2.325	00623.65	-00984.83	00504.45	01270.16	00005.82	00003.71	-00000.93	1
2.334	00632.41	-00996.44	00512.48	01286.66	00005.89	00003.74	-00001.01	1
2.344	00640.51	-01008.07	00520.41	01302.80	00005.95	00003.76	-00001.09	1
2.352	00647.78	-01019.86	00527.37	01318.27	00006.01	00003.78	-00001.18	1
2.362	00655.07	-01032.25	00534.01	01334.10	00006.07	00003.79	-00001.26	1
2.370	00662.79	-01043.91	00539.36	01349.06	00006.13	00003.81	-00001.33	1
2.380	00670.55	-01053.00	00544.47	01361.95	00006.20	00003.81	-00001.37	1
2.389	00683.40	-01061.80	00555.73	01379.60	00006.29	00003.84	-00001.38	1
2.397	00695.83	-01072.87	00569.30	01399.76	00006.37	00003.90	-00001.41	1
2.406	00701.74	-01084.77	00575.40	01414.31	00006.42	00003.93	-00001.45	1
2.415	00706.60	-01093.27	00578.09	01424.33	00006.47	00003.93	-00001.48	1
2.424	00711.45	-01103.77	00582.50	01436.58	00006.50	00003.94	-00001.51	1
2.433	00718.76	-01113.48	00588.12	01449.95	00006.55	00003.95	-00001.53	1
2.442	00728.43	-01122.85	00598.60	01466.19	00006.59	00003.99	-00001.54	1
2.451	00736.05	-01130.92	00606.55	01479.41	00006.62	00004.00	-00001.54	1
2.460	00737.71	-01141.22	00609.03	01489.13	00006.62	00004.00	-00001.57	1
2.469	00733.51	-01150.74	00603.77	01492.24	00006.60	00003.98	-00001.61	1
2.478	00733.93	-01161.06	00600.94	01499.28	00006.61	00003.96	-00001.64	1
2.486	00736.77	-01172.47	00600.58	01509.37	00006.63	00003.95	-00001.66	1
2.495	00745.41	-01184.41	00607.40	01525.58	00006.68	00004.00	-00001.66	1
2.504	00753.31	-01196.22	00614.55	01541.46	00006.73	00004.04	-00001.65	1
2.513	00756.77	-01207.25	00616.53	01552.50	00006.77	00004.08	-00001.65	1
2.522	00759.41	-01216.83	00617.76	01561.73	00006.82	00004.09	-00001.64	1
2.530	00759.04	-01225.46	00615.67	01567.46	00006.85	00004.09	-00001.65	1
2.539	00749.35	-01235.42	00604.09	01566.11	00006.84	00004.07	-00001.69	1
2.548	00742.96	-01244.74	00596.61	01567.58	00006.84	00004.07	-00001.73	1
2.556	00741.11	-01252.65	00594.02	01572.01	00006.84	00004.06	-00001.77	1
2.565	00734.32	-01260.52	00585.29	01571.84	00006.84	00004.05	-00001.81	1
2.574	00732.48	-01268.27	00581.08	01575.66	00006.87	00004.06	-00001.80	1
2.582	00733.90	-01275.38	00578.81	01581.21	00006.93	00004.08	-00001.77	1
2.591	00736.51	-01282.55	00577.46	01587.72	00007.01	00004.11	-00001.72	1
2.600	00747.09	-01289.21	00586.24	01601.22	00007.14	00004.19	-00001.62	1
2.609	00759.49	-01294.75	00597.28	01615.53	00007.28	00004.28	-00001.52	1
2.617	00769.76	-01299.52	00607.98	01628.17	00007.40	00004.37	-00001.43	1
2.626	00771.81	-01304.52	00610.54	01634.09	00007.48	00004.42	-00001.38	1
2.634	00779.46	-01308.88	00619.98	01644.72	00007.56	00004.49	-00001.32	1
2.643	00778.64	-01313.15	00619.25	01647.46	00007.62	00004.53	-00001.31	1
2.652	00772.78	-01317.28	00612.23	01645.37	00007.66	00004.55	-00001.30	1
2.660	00775.79	-01321.09	00615.08	01650.90	00007.73	00004.58	-00001.28	1
2.669	00780.61	-01323.68	00619.53	01656.90	00007.81	00004.62	-00001.24	1
2.677	00782.41	-01325.48	00621.49	01659.91	00007.87	00004.66	-00001.21	1
2.686	00780.65	-01326.68	00619.77	01659.39	00007.91	00004.67	-00001.19	1
2.695	00776.69	-01329.76	00617.37	01659.11	00007.93	00004.69	-00001.19	1
2.703	00783.73	-01332.34	00626.74	01667.98	00007.99	00004.74	-00001.17	1
2.712	00789.44	-01334.45	00634.06	01675.11	00008.03	00004.78	-00001.17	1
2.720	00789.31	-01336.01	00634.50	01676.46	00008.06	00004.78	-00001.20	1
2.729	00792.06	-01335.03	00638.49	01678.49	00008.09	00004.79	-00001.24	1
2.737	00793.49	-01332.86	00641.82	01678.71	00008.11	00004.79	-00001.28	1
2.746	00785.35	-01329.99	00635.98	01670.37	00008.09	00004.77	-00001.36	1
2.755	00779.89	-01326.10	00633.90	01663.91	00008.06	00004.75	-00001.42	1
2.763	00777.36	-01321.13	00636.96	01659.94	00008.03	00004.72	-00001.47	1
2.772	00770.66	-01315.38	00635.58	01651.69	00007.96	00004.66	-00001.54	1
2.780	00755.84	-01310.20	00625.41	01636.78	00007.84	00004.56	-00001.66	1
2.789	00738.97	-01304.36	00610.10	01618.53	00007.71	00004.44	-00001.79	1
2.798	00733.40	-01300.94	00606.17	01611.76	00007.62	00004.37	-00001.91	1
2.807	00728.83	-01298.74	00601.15	01606.02	00007.54	00004.32	-00001.99	1
2.815	00725.48	-01295.56	00598.15	01600.81	00007.48	00004.28	-00002.03	1
2.824	00721.86	-01290.57	00596.04	01594.34	00007.42	00004.23	-00002.06	1
2.832	00718.80	-01283.64	00596.37	01587.47	00007.35	00004.18	-00002.09	1
2.841	00715.89	-01275.93	00597.32	01580.28	00007.25	00004.12	-00002.15	1
2.850	00708.79	-01269.02	00593.82	01570.17	00007.11	00004.04	-00002.23	1
2.859	00704.94	-01262.22	00593.20	01562.70	00006.96	00003.95	-00002.28	1
2.867	00702.19	-01254.74	00592.06	01554.99	00006.80	00003.83	-00002.28	1
2.876	00699.44	-01245.40	00590.77	01545.72	00006.64	00003.70	-00002.22	1
2.885	00692.48	-01235.26	00586.72	01532.85	00006.45	00003.55	-00002.13	1
2.894	00684.21	-01224.14	00582.58	01518.57	00006.24	00003.41	-00002.01	1
2.902	00666.04	-01212.90	00565.82	01494.95	00005.99	00003.23	-00001.94	1
2.911	00655.91	-01202.09	00559.00	01479.09	00005.77	00003.11	-00001.86	1
2.920	00648.36	-01189.63	00552.51	01463.17	00005.56	00002.98	-00001.76	1
2.928	00646.41	-01177.09	00552.61	01452.16	00005.37	00002.87	-00001.62	1
2.937	00646.84	-01163.72	00555.18	01442.52	00005.16	00002.75	-00001.41	1
2.946	00641.77	-01148.26	00549.92	01425.75	00004.92	00002.60	-00001.15	1
2.954	00637.05	-01132.56	00546.12	01409.53	00004.66	00002.45	-00000.87	1
2.963	00630.96	-01115.43	00540.15	01390.70	00004.37	00002.30	-00000.58	1
2.972	00625.81	-01097.91	00536.06	01372.73	00004.06	00002.16	-00000.30	1
2.980	00620.69	-01079.12	00531.93	01353.77	00003.73	00002.03	-00000.03	1
2.989	00610.45	-01060.54	00520.92	01329.95	00003.38	00001.89	00000.22	1
2.998	00596.37	-01042.76	00505.79	01303.39	00003.02	00001.77	00000.44	1
3.006	00585.05	-01026.00	00494.24	01280.32	00002.70	00001.68	00000.64	1
3.015	00564.90	-01010.78	00472.59	01250.65	00002.38	00001.59	00000.78	1
3.024	00548.59	-00997.45	00454.46	01225.72	00002.14	00001.52	00000.87	1
3.032	00526.59	-00986.05	00429.36	01197.47	00001.92	00001.44	00000.91	1
3.041	00513.60	-00976.29	00415.70	01178.87	00001.77	00001.39	00000.92	1
3.050	00500.19	-00965.98	00400.09	01159.05	00001.64	00001.33	00000.91	1
3.059	00495.91	-00956.46	00394.38	01147.29	00001.56	00001.30	00000.92	1
3.067	00497.76	-00947.88	00395.99	01141.51	00001.51	00001.29	00000.97	1
3.076	00497.70	-00939.22	00394.15	01133.67	00001.46	00001.27	00001.05	1
3.085	00497.09	-00930.28	00391.32	01125.01	00001.42	00001.26	00001.17	1
3.094	00490.95	-00919.69	00380.84	01109.91	00001.37	00001.22	00001.29	1
