Data File:	S8R_200809_1_34.AKF
Measurement Programm:	5.4.17

------------------------MEASURING INFOS------------------------
Diagram Title #1	Forces and Moments at Shoulder Joint
Diagram Title #2	Measured Relative to Humerus

Comment #1	Shoulder Joint; Standard Test; Standing Position; Abduction; 2,4 kg; 150 deg.
Comment #2	S8R, 11 Months PO  *  three times

BodyWeight [N]:	830

Implant Type:	Shoulder Joint

Axes Directions X, Y, Z:	Medial, Anterior, Superior
Axes Origin:	Center of
Angle of Rotation (Deg):	Y = -52	X = -90	Y = -63,1
Displacement X, Y, Z (mm):	0	0	0
Activity Code:	shoulderactivities	1P_1_1_1_4_6	2P_1_67






---------------------------DATA--------------------------------

Number of Data Sets =	1200
Number of analog channels =	0
Time-Offset(sec) =	0.0
Max. Force (N, sec):	1678,71	2,737

Time	Fx	Fy	Fz	F	Mx	My	Mz	Marker
[s]	[N]	[N]	[N]	[N]	[Nm]	[Nm]	[Nm]	[0/1]

9.312	00570.76	-00947.35	00436.99	01189.20	00003.16	00002.31	00000.06	1
9.321	00573.45	-00939.62	00443.41	01186.74	00003.19	00002.31	00000.04	1
9.330	00571.15	-00932.87	00442.76	01180.04	00003.18	00002.28	00000.01	1
9.339	00575.73	-00929.28	00449.60	01182.01	00003.17	00002.26	00000.01	1
9.347	00581.69	-00926.37	00457.21	01185.57	00003.15	00002.25	00000.05	1
9.356	00575.90	-00926.20	00451.05	01180.24	00003.09	00002.20	00000.07	1
9.365	00571.16	-00927.00	00447.26	01177.11	00003.01	00002.18	00000.11	1
9.374	00562.44	-00926.12	00438.17	01168.78	00002.94	00002.16	00000.13	1
9.383	00551.57	-00925.30	00426.89	01158.72	00002.87	00002.14	00000.15	1
9.392	00551.36	-00923.03	00428.22	01157.31	00002.85	00002.16	00000.18	1
9.401	00547.95	-00920.60	00424.13	01152.23	00002.83	00002.15	00000.21	1
9.410	00549.66	-00918.46	00425.12	01151.70	00002.81	00002.16	00000.23	1
9.419	00543.96	-00917.23	00417.72	01145.29	00002.78	00002.14	00000.24	1
9.428	00540.03	-00915.93	00413.09	01140.70	00002.75	00002.13	00000.24	1
9.437	00544.30	-00914.52	00418.70	01143.64	00002.74	00002.14	00000.26	1
9.446	00540.01	-00912.95	00414.32	01138.75	00002.71	00002.12	00000.26	1
9.455	00537.81	-00909.67	00412.37	01134.36	00002.68	00002.10	00000.25	1
9.464	00532.97	-00905.36	00407.80	01126.96	00002.65	00002.08	00000.24	1
9.473	00529.90	-00899.33	00405.77	01119.93	00002.63	00002.05	00000.24	1
9.482	00530.61	-00892.63	00409.36	01116.20	00002.63	00002.05	00000.24	1
9.491	00519.45	-00887.76	00399.52	01103.43	00002.58	00002.03	00000.22	1
9.500	00513.39	-00882.03	00394.27	01094.07	00002.54	00002.02	00000.22	1
9.509	00514.39	-00875.97	00395.84	01090.24	00002.53	00002.03	00000.25	1
9.518	00520.20	-00869.50	00403.23	01090.52	00002.54	00002.06	00000.28	1
9.527	00524.69	-00862.10	00407.73	01088.46	00002.54	00002.07	00000.31	1
9.536	00527.57	-00853.87	00411.77	01084.89	00002.54	00002.08	00000.34	1
9.545	00526.35	-00847.07	00411.14	01078.70	00002.53	00002.08	00000.34	1
9.554	00522.51	-00842.36	00407.36	01071.69	00002.49	00002.06	00000.34	1
9.563	00514.78	-00839.79	00398.59	01062.60	00002.43	00002.03	00000.31	1
9.572	00506.47	-00838.33	00389.49	01054.04	00002.37	00002.00	00000.30	1
9.581	00501.80	-00838.59	00384.31	01050.11	00002.32	00001.98	00000.29	1
9.590	00497.97	-00838.59	00379.03	01046.36	00002.27	00001.95	00000.28	1
9.599	00493.66	-00837.89	00372.86	01041.53	00002.23	00001.92	00000.27	1
9.608	00488.90	-00835.56	00366.50	01035.13	00002.18	00001.89	00000.26	1
9.617	00480.25	-00832.88	00356.39	01025.36	00002.11	00001.85	00000.23	1
9.626	00472.47	-00829.83	00347.28	01016.09	00002.05	00001.82	00000.20	1
9.636	00462.93	-00827.32	00335.28	01005.57	00001.99	00001.78	00000.18	1
9.645	00457.01	-00823.73	00325.48	00996.66	00001.94	00001.73	00000.17	1
9.654	00461.65	-00821.99	00326.50	00997.69	00001.93	00001.72	00000.19	1
9.663	00467.98	-00821.86	00328.63	01001.22	00001.93	00001.71	00000.22	1
9.672	00475.30	-00823.94	00334.07	01008.16	00001.92	00001.73	00000.24	1
9.681	00481.57	-00826.25	00339.22	01014.73	00001.91	00001.75	00000.26	1
9.690	00482.27	-00826.86	00338.86	01015.44	00001.88	00001.75	00000.27	1
9.699	00478.72	-00827.11	00333.99	01012.34	00001.84	00001.73	00000.28	1
9.708	00474.66	-00828.37	00330.39	01010.28	00001.79	00001.72	00000.27	1
9.717	00472.26	-00829.72	00329.37	01009.93	00001.76	00001.71	00000.27	1
9.726	00471.14	-00831.36	00329.92	01010.93	00001.72	00001.72	00000.27	1
9.735	00472.08	-00832.94	00332.10	01013.38	00001.69	00001.73	00000.28	1
9.744	00471.34	-00835.03	00331.15	01014.45	00001.65	00001.73	00000.28	1
9.753	00470.12	-00836.73	00328.38	01014.38	00001.61	00001.71	00000.28	1
9.762	00470.24	-00838.90	00325.63	01015.34	00001.57	00001.70	00000.28	1
9.771	00472.43	-00841.40	00323.65	01017.78	00001.54	00001.69	00000.29	1
9.780	00477.16	-00844.08	00323.15	01022.04	00001.51	00001.67	00000.32	1
9.790	00485.09	-00845.14	00324.66	01027.12	00001.50	00001.66	00000.36	1
9.799	00491.01	-00845.41	00326.17	01030.63	00001.48	00001.66	00000.40	1
9.808	00494.32	-00843.51	00326.51	01030.77	00001.45	00001.67	00000.42	1
9.817	00487.16	-00838.17	00316.96	01019.96	00001.39	00001.64	00000.43	1
9.826	00483.79	-00830.69	00313.73	01011.20	00001.34	00001.63	00000.45	1
9.835	00484.13	-00820.36	00314.55	01003.15	00001.31	00001.61	00000.49	1
9.844	00484.08	-00809.83	00314.07	00994.38	00001.28	00001.59	00000.53	1
9.853	00484.11	-00802.35	00314.50	00988.45	00001.25	00001.58	00000.56	1
9.862	00481.57	-00796.34	00311.50	00981.37	00001.20	00001.56	00000.59	1
9.871	00482.03	-00791.65	00310.19	00977.39	00001.15	00001.54	00000.64	1
9.880	00479.47	-00790.49	00302.76	00972.85	00001.08	00001.51	00000.65	1
9.889	00487.80	-00789.57	00305.92	00977.22	00001.05	00001.50	00000.69	1
9.898	00492.48	-00790.91	00305.19	00980.42	00001.01	00001.48	00000.73	1
9.907	00496.75	-00793.54	00304.18	00984.38	00000.97	00001.47	00000.77	1
9.916	00500.30	-00797.99	00302.61	00989.27	00000.92	00001.45	00000.80	1
9.925	00506.76	-00802.38	00304.79	00996.75	00000.88	00001.44	00000.83	1
9.935	00513.83	-00806.46	00307.82	01004.56	00000.85	00001.44	00000.86	1
9.944	00520.49	-00809.94	00310.26	01011.52	00000.81	00001.43	00000.89	1
9.953	00524.38	-00812.62	00310.51	01015.75	00000.78	00001.43	00000.92	1
9.962	00524.11	-00814.88	00307.55	01016.52	00000.73	00001.43	00000.94	1
9.971	00520.62	-00815.42	00301.46	01013.33	00000.68	00001.41	00000.96	1
9.980	00514.69	-00814.17	00293.72	01007.00	00000.62	00001.38	00000.98	1
9.989	00504.90	-00812.59	00283.46	00997.79	00000.55	00001.35	00001.00	1
9.998	00493.78	-00809.36	00272.31	00986.42	00000.48	00001.31	00001.01	1
10.007	00488.18	-00804.65	00269.99	00979.12	00000.44	00001.31	00001.04	1
10.016	00489.87	-00796.36	00274.93	00974.56	00000.43	00001.31	00001.09	1
10.025	00488.30	-00787.68	00276.59	00967.15	00000.41	00001.30	00001.11	1
10.034	00482.91	-00778.01	00273.95	00955.80	00000.38	00001.28	00001.12	1
10.043	00475.04	-00766.90	00269.14	00941.40	00000.35	00001.25	00001.12	1
10.052	00463.42	-00754.89	00260.78	00923.38	00000.30	00001.20	00001.10	1
10.061	00452.28	-00740.93	00253.69	00904.37	00000.26	00001.15	00001.08	1
10.070	00441.95	-00724.73	00246.99	00884.06	00000.22	00001.10	00001.05	1
10.079	00435.79	-00708.13	00243.48	00866.39	00000.20	00001.05	00001.04	1
10.089	00432.33	-00693.65	00241.57	00852.30	00000.18	00001.01	00001.05	1
10.098	00428.80	-00679.68	00236.20	00837.63	00000.15	00000.96	00001.08	1
10.107	00431.04	-00668.11	00236.73	00829.58	00000.13	00000.94	00001.13	1
10.116	00434.17	-00658.34	00235.88	00823.13	00000.10	00000.93	00001.19	1
10.125	00436.03	-00649.07	00234.61	00816.37	00000.06	00000.92	00001.27	1
10.135	00437.39	-00641.53	00232.56	00810.53	00000.04	00000.92	00001.34	1
10.144	00435.84	-00635.20	00227.84	00803.34	-00000.01	00000.91	00001.39	1
10.153	00435.50	-00627.03	00226.04	00796.19	-00000.05	00000.91	00001.45	1
10.162	00430.08	-00619.55	00219.26	00785.42	-00000.09	00000.89	00001.47	1
10.172	00422.63	-00612.93	00211.16	00773.88	-00000.14	00000.86	00001.47	1
10.181	00418.84	-00603.60	00209.06	00763.85	-00000.17	00000.84	00001.47	1
10.190	00416.56	-00593.24	00209.29	00754.49	-00000.19	00000.81	00001.48	1
10.199	00413.14	-00582.90	00206.94	00743.83	-00000.22	00000.78	00001.47	1
10.209	00412.19	-00573.72	00207.73	00736.35	-00000.23	00000.75	00001.45	1
10.218	00411.17	-00563.37	00208.23	00727.88	-00000.25	00000.73	00001.45	1
10.227	00409.84	-00552.47	00208.30	00718.74	-00000.27	00000.70	00001.44	1
10.237	00405.73	-00540.31	00204.46	00705.94	-00000.30	00000.66	00001.42	1
10.246	00397.09	-00527.94	00196.08	00689.09	-00000.35	00000.62	00001.40	1
10.255	00389.18	-00516.95	00190.00	00674.39	-00000.39	00000.59	00001.38	1
10.265	00382.72	-00505.26	00184.42	00660.13	-00000.41	00000.56	00001.38	1
10.274	00373.42	-00494.10	00175.84	00643.82	-00000.45	00000.53	00001.38	1
10.284	00355.28	-00485.88	00159.72	00622.74	-00000.52	00000.49	00001.32	1
10.293	00350.53	-00473.15	00159.14	00609.97	-00000.53	00000.46	00001.32	1
10.302	00334.87	-00464.25	00147.75	00591.18	-00000.59	00000.43	00001.25	1
10.312	00332.96	-00450.35	00149.64	00579.72	-00000.58	00000.39	00001.24	1
10.321	00326.89	-00438.23	00145.20	00565.67	-00000.60	00000.34	00001.20	1
10.331	00312.30	-00428.70	00132.61	00546.72	-00000.65	00000.28	00001.13	1
10.340	00307.38	-00418.66	00131.33	00535.73	-00000.67	00000.24	00001.09	1
10.350	00298.76	-00409.17	00124.37	00521.68	-00000.70	00000.19	00001.03	1
10.360	00291.17	-00401.26	00118.15	00509.66	-00000.72	00000.13	00000.96	1
10.369	00287.24	-00393.56	00116.36	00500.94	-00000.73	00000.09	00000.89	1
10.379	00284.10	-00385.55	00116.02	00492.77	-00000.74	00000.04	00000.83	1
10.388	00275.49	-00376.74	00109.54	00479.40	-00000.75	-00000.01	00000.75	1
10.398	00266.19	-00365.77	00102.86	00463.92	-00000.76	-00000.07	00000.67	1
10.407	00256.09	-00354.40	00097.56	00448.00	-00000.76	-00000.11	00000.59	1
10.417	00248.59	-00341.86	00097.19	00433.72	-00000.75	-00000.14	00000.53	1
10.427	00239.84	-00329.04	00095.50	00418.22	-00000.73	-00000.17	00000.46	1
10.437	00234.84	-00313.50	00099.65	00404.18	-00000.70	-00000.18	00000.43	1
10.446	00230.59	-00298.07	00104.21	00390.99	-00000.65	-00000.19	00000.39	1
10.456	00225.72	-00281.99	00109.39	00377.41	-00000.62	-00000.19	00000.36	1
10.466	00224.20	-00264.78	00117.90	00366.43	-00000.56	-00000.18	00000.34	1
10.476	00219.45	-00248.19	00122.01	00353.05	-00000.52	-00000.18	00000.32	1
10.485	00211.12	-00232.87	00120.41	00336.60	-00000.48	-00000.20	00000.29	1
10.495	00200.85	-00219.22	00117.10	00319.55	-00000.46	-00000.20	00000.24	1
10.505	00198.15	-00205.97	00121.35	00310.50	-00000.42	-00000.19	00000.23	1
10.515	00196.31	-00192.45	00124.73	00301.88	-00000.38	-00000.18	00000.23	1
10.525	00192.64	-00181.00	00125.98	00292.82	-00000.35	-00000.18	00000.22	1
10.535	00187.73	-00170.05	00123.98	00282.01	-00000.32	-00000.19	00000.20	1
10.545	00184.16	-00159.25	00124.52	00273.46	-00000.28	-00000.19	00000.20	1
10.555	00179.33	-00150.59	00121.67	00263.89	-00000.26	-00000.19	00000.16	1
10.565	00173.85	-00142.91	00119.68	00254.90	-00000.24	-00000.19	00000.13	1
10.575	00174.50	-00134.21	00123.15	00252.24	-00000.19	-00000.17	00000.12	1
10.585	00171.50	-00127.05	00121.61	00245.65	-00000.16	-00000.17	00000.09	0
10.595	00163.31	-00120.87	00115.53	00233.72	-00000.15	-00000.17	00000.05	0
10.605	00157.04	-00115.47	00112.05	00224.83	-00000.14	-00000.16	00000.02	0
10.615	00159.02	-00108.52	00116.80	00225.18	-00000.10	-00000.14	00000.02	0
10.625	00163.62	-00103.34	00123.90	00229.78	-00000.05	-00000.11	00000.02	0
10.635	00165.41	-00098.37	00124.51	00229.22	-00000.01	-00000.10	00000.01	0
10.645	00164.86	-00093.42	00121.57	00225.13	00000.01	-00000.11	00000.00	0
10.655	00162.30	-00089.66	00117.17	00219.34	00000.03	-00000.11	-00000.02	0
10.665	00159.05	-00086.96	00112.78	00213.49	00000.05	-00000.10	-00000.05	0
10.675	00155.63	-00085.09	00109.05	00208.22	00000.08	-00000.08	-00000.08	0
10.685	00149.75	-00084.23	00103.40	00200.53	00000.12	-00000.05	-00000.13	0
10.695	00145.83	-00082.60	00098.96	00194.63	00000.18	-00000.01	-00000.18	0
10.705	00141.71	-00080.74	00092.08	00187.30	00000.27	00000.02	-00000.23	0
10.715	00142.50	-00077.61	00089.35	00185.24	00000.37	00000.05	-00000.25	0
10.725	00144.13	-00076.69	00090.12	00186.48	00000.45	00000.11	-00000.25	0
10.735	00148.36	-00077.80	00096.50	00193.33	00000.52	00000.20	-00000.23	0
10.745	00149.01	-00076.97	00096.86	00193.67	00000.57	00000.25	-00000.19	0
10.756	00146.24	-00076.97	00092.89	00189.57	00000.59	00000.30	-00000.15	0
10.766	00150.88	-00078.60	00098.94	00196.80	00000.63	00000.37	-00000.10	0
10.776	00149.91	-00082.25	00098.14	00197.15	00000.66	00000.42	-00000.07	0
10.786	00148.96	-00085.46	00095.83	00196.67	00000.69	00000.46	-00000.05	0
10.796	00154.85	-00091.20	00103.92	00207.59	00000.74	00000.53	-00000.04	0
10.806	00157.46	-00097.04	00109.07	00214.72	00000.79	00000.59	-00000.04	0
10.816	00152.31	-00101.18	00103.16	00209.94	00000.80	00000.58	-00000.05	0
10.826	00152.45	-00103.06	00101.84	00210.31	00000.82	00000.57	-00000.05	0
10.836	00153.34	-00104.90	00102.68	00212.27	00000.83	00000.57	-00000.04	0
10.846	00162.87	-00106.29	00113.29	00225.08	00000.87	00000.58	-00000.02	0
10.856	00167.32	-00108.46	00118.81	00232.11	00000.89	00000.59	-00000.02	0
10.867	00171.32	-00110.86	00124.42	00239.00	00000.90	00000.61	-00000.03	0
10.877	00176.42	-00112.65	00130.35	00246.58	00000.92	00000.62	-00000.03	0
10.887	00182.33	-00113.76	00137.18	00254.96	00000.94	00000.64	-00000.03	0
10.897	00189.74	-00114.34	00146.05	00265.34	00000.97	00000.65	-00000.01	0
10.907	00196.01	-00115.66	00153.84	00274.71	00000.99	00000.66	00000.00	0
10.917	00200.09	-00116.54	00158.64	00280.69	00001.00	00000.66	00000.01	0
10.927	00201.85	-00116.40	00160.03	00282.67	00001.01	00000.65	00000.00	0
10.937	00200.94	-00115.76	00158.25	00280.74	00001.00	00000.63	-00000.01	0
10.947	00198.54	-00115.26	00154.83	00276.90	00000.99	00000.61	-00000.03	0
10.957	00195.04	-00114.80	00150.73	00271.92	00000.97	00000.59	-00000.06	0
10.967	00192.96	-00113.59	00148.91	00268.91	00000.95	00000.57	-00000.06	0
10.977	00192.35	-00111.79	00149.89	00268.26	00000.94	00000.56	-00000.06	0
10.987	00190.70	-00110.22	00150.55	00266.79	00000.92	00000.55	-00000.06	0
10.997	00191.88	-00107.91	00155.01	00269.24	00000.92	00000.56	-00000.05	0
11.007	00191.81	-00105.00	00157.85	00269.69	00000.90	00000.55	-00000.04	0
11.017	00190.86	-00102.26	00159.67	00269.03	00000.89	00000.55	-00000.04	0
11.027	00187.16	-00098.84	00157.79	00264.00	00000.87	00000.54	-00000.05	0
11.037	00181.05	-00094.31	00152.48	00254.80	00000.84	00000.52	-00000.07	0
11.047	00173.64	-00087.91	00143.81	00241.99	00000.81	00000.48	-00000.08	0
11.057	00162.59	-00082.45	00130.74	00224.34	00000.76	00000.43	-00000.09	0
11.067	00157.48	-00075.78	00123.98	00214.28	00000.73	00000.38	-00000.09	0
11.078	00152.96	-00070.41	00118.55	00205.93	00000.68	00000.34	-00000.09	0
11.088	00159.22	-00066.24	00126.89	00214.11	00000.67	00000.34	-00000.07	0
11.098	00162.90	-00062.96	00133.49	00219.82	00000.64	00000.34	-00000.04	0
11.108	00159.15	-00058.24	00129.16	00213.08	00000.58	00000.29	-00000.02	0
11.118	00156.67	-00052.57	00125.83	00207.71	00000.53	00000.24	00000.01	0
11.128	00151.73	-00048.57	00121.26	00200.21	00000.46	00000.20	00000.02	0
11.138	00154.17	-00045.34	00125.76	00204.06	00000.41	00000.19	00000.05	0
11.148	00152.77	-00042.62	00125.84	00202.46	00000.36	00000.17	00000.07	0
11.158	00141.86	-00040.40	00112.74	00185.65	00000.29	00000.11	00000.06	0
11.169	00133.30	-00039.89	00102.15	00172.62	00000.23	00000.08	00000.05	0
11.179	00136.66	-00040.44	00106.48	00177.90	00000.21	00000.08	00000.06	0
11.189	00139.23	-00040.78	00107.68	00180.67	00000.20	00000.07	00000.08	0
11.199	00137.06	-00041.00	00102.56	00176.03	00000.18	00000.03	00000.09	0
11.209	00135.03	-00043.35	00099.12	00173.02	00000.15	00000.00	00000.08	0
11.219	00139.88	-00045.65	00105.53	00181.07	00000.15	00000.01	00000.08	0
11.229	00138.63	-00048.15	00105.17	00180.55	00000.13	00000.00	00000.07	0
11.239	00135.20	-00048.77	00100.88	00175.60	00000.11	-00000.02	00000.06	0
11.249	00131.70	-00048.61	00095.35	00169.71	00000.09	-00000.05	00000.05	0
11.259	00131.77	-00049.31	00094.10	00169.26	00000.09	-00000.06	00000.04	0
11.269	00137.63	-00050.41	00102.05	00178.60	00000.10	-00000.04	00000.06	0
11.280	00137.38	-00052.62	00104.23	00180.30	00000.09	-00000.03	00000.06	0
11.290	00139.50	-00053.12	00107.69	00184.07	00000.10	-00000.02	00000.08	0
11.300	00137.02	-00052.60	00104.60	00180.23	00000.08	-00000.04	00000.08	0
11.310	00136.20	-00051.69	00103.05	00178.44	00000.08	-00000.04	00000.09	0
11.320	00132.26	-00050.77	00098.76	00172.69	00000.06	-00000.05	00000.09	0
11.330	00135.02	-00048.50	00103.87	00177.12	00000.07	-00000.03	00000.11	0
11.340	00133.22	-00046.16	00104.44	00175.46	00000.07	-00000.02	00000.11	0
11.350	00134.97	-00041.77	00107.40	00177.47	00000.08	-00000.01	00000.13	0
11.360	00135.86	-00036.30	00107.80	00177.19	00000.09	-00000.01	00000.15	0
11.370	00138.07	-00032.20	00111.19	00180.18	00000.11	00000.01	00000.15	0
11.380	00139.21	-00028.30	00114.27	00182.31	00000.13	00000.03	00000.15	0
11.391	00132.31	-00024.14	00105.94	00171.21	00000.12	00000.02	00000.14	0
11.401	00130.61	-00021.27	00104.73	00168.76	00000.13	00000.02	00000.13	0
11.422	00131.32	-00018.58	00104.51	00168.86	00000.14	00000.02	00000.14	0
