Data File:	S8R_200809_1_39.AKF
Measurement Programm:	5.4.17

------------------------MEASURING INFOS------------------------
Diagram Title #1	Forces and Moments at Shoulder Joint
Diagram Title #2	Measured Relative to Humerus

Comment #1	Shoulder Joint; Standard Test; Standing Position; Elevation; 2,4 kg; 150 deg.
Comment #2	S8R, 11 Months PO  *  three times

BodyWeight [N]:	830

Implant Type:	Shoulder Joint

Axes Directions X, Y, Z:	Medial, Anterior, Superior
Axes Origin:	Center of
Angle of Rotation (Deg):	Y = -52	X = -90	Y = -63,1
Displacement X, Y, Z (mm):	0	0	0
Activity Code:	shoulderactivities	1P_1_1_1_2_6	2P_1_67






---------------------------DATA--------------------------------

Number of Data Sets =	1364
Number of analog channels =	0
Time-Offset(sec) =	0.0
Max. Force (N, sec):	1611,22	2,610

Time	Fx	Fy	Fz	F	Mx	My	Mz	Marker
[s]	[N]	[N]	[N]	[N]	[Nm]	[Nm]	[Nm]	[0/1]

6.810	00463.11	-00960.09	00585.20	01216.02	00002.54	00000.50	-00000.71	1
6.819	00461.10	-00959.29	00580.85	01212.54	00002.54	00000.49	-00000.72	1
6.827	00459.72	-00959.35	00579.89	01211.60	00002.53	00000.51	-00000.73	1
6.836	00458.37	-00957.64	00576.13	01207.93	00002.53	00000.50	-00000.74	1
6.845	00457.28	-00955.77	00575.20	01205.60	00002.52	00000.51	-00000.74	1
6.853	00455.91	-00952.62	00571.41	01200.77	00002.51	00000.50	-00000.74	1
6.862	00451.57	-00951.43	00566.62	01195.91	00002.49	00000.51	-00000.74	1
6.871	00445.33	-00952.06	00559.88	01190.89	00002.45	00000.51	-00000.76	1
6.879	00444.48	-00951.71	00557.35	01189.10	00002.44	00000.51	-00000.75	1
6.888	00442.60	-00952.46	00554.00	01187.43	00002.43	00000.52	-00000.74	1
6.897	00439.03	-00953.36	00547.52	01183.82	00002.41	00000.51	-00000.74	1
6.906	00435.96	-00953.90	00542.89	01180.98	00002.40	00000.52	-00000.73	1
6.914	00436.08	-00954.47	00542.70	01181.40	00002.40	00000.53	-00000.70	1
6.923	00437.49	-00953.88	00541.74	01181.00	00002.42	00000.52	-00000.68	1
6.932	00440.26	-00954.74	00544.65	01184.06	00002.44	00000.54	-00000.66	1
6.940	00440.74	-00955.83	00544.72	01185.16	00002.43	00000.54	-00000.64	1
6.949	00438.88	-00956.44	00542.74	01184.04	00002.41	00000.54	-00000.64	1
6.958	00440.12	-00955.78	00544.24	01184.66	00002.39	00000.55	-00000.63	1
6.966	00440.20	-00953.64	00544.01	01182.86	00002.35	00000.55	-00000.63	1
6.975	00437.55	-00950.49	00541.44	01178.14	00002.30	00000.54	-00000.64	1
6.984	00434.51	-00945.05	00536.28	01170.26	00002.24	00000.51	-00000.66	1
6.993	00428.20	-00940.80	00530.18	01161.70	00002.18	00000.49	-00000.69	1
7.001	00422.89	-00937.30	00525.07	01154.58	00002.13	00000.48	-00000.74	1
7.010	00418.60	-00933.62	00520.00	01147.73	00002.08	00000.45	-00000.79	1
7.019	00420.48	-00928.94	00522.77	01145.87	00002.06	00000.44	-00000.81	1
7.028	00420.82	-00925.29	00523.74	01143.48	00002.02	00000.43	-00000.83	1
7.036	00417.62	-00921.80	00520.73	01138.10	00001.96	00000.41	-00000.87	1
7.045	00410.73	-00917.88	00512.83	01128.80	00001.89	00000.38	-00000.91	1
7.054	00404.00	-00913.96	00504.96	01119.61	00001.80	00000.34	-00000.97	1
7.063	00403.71	-00909.63	00504.62	01115.83	00001.73	00000.32	-00001.01	1
7.071	00403.84	-00905.01	00505.48	01112.49	00001.65	00000.29	-00001.03	1
7.080	00401.02	-00900.63	00503.63	01107.07	00001.55	00000.26	-00001.04	1
7.089	00394.42	-00894.46	00497.06	01096.67	00001.45	00000.22	-00001.03	1
7.098	00385.36	-00886.19	00487.50	01082.36	00001.35	00000.18	-00001.01	1
7.107	00375.16	-00874.77	00475.83	01064.13	00001.28	00000.14	-00000.97	1
7.115	00365.47	-00860.80	00463.90	01043.91	00001.22	00000.09	-00000.93	1
7.124	00359.73	-00845.74	00456.80	01026.33	00001.19	00000.07	-00000.89	1
7.133	00359.66	-00830.10	00456.82	01013.46	00001.18	00000.07	-00000.84	1
7.142	00360.17	-00816.66	00456.62	01002.57	00001.17	00000.07	-00000.81	1
7.151	00361.16	-00803.67	00457.51	00992.79	00001.16	00000.08	-00000.78	1
7.160	00360.19	-00791.01	00456.51	00981.75	00001.15	00000.09	-00000.74	1
7.169	00356.94	-00778.03	00453.03	00968.49	00001.12	00000.09	-00000.71	1
7.178	00352.29	-00765.09	00447.95	00954.01	00001.09	00000.09	-00000.68	1
7.187	00351.57	-00748.83	00447.92	00940.73	00001.07	00000.10	-00000.62	1
7.196	00345.33	-00733.60	00441.36	00923.16	00001.03	00000.09	-00000.57	1
7.205	00342.98	-00720.39	00438.83	00910.59	00000.99	00000.09	-00000.53	1
7.214	00341.09	-00709.40	00435.98	00899.81	00000.97	00000.08	-00000.49	1
7.223	00342.16	-00701.19	00436.38	00893.96	00000.95	00000.08	-00000.45	1
7.232	00339.79	-00696.05	00432.82	00887.28	00000.92	00000.07	-00000.44	1
7.241	00337.92	-00691.00	00431.61	00882.02	00000.90	00000.05	-00000.41	1
7.250	00339.61	-00687.10	00435.18	00881.38	00000.88	00000.03	-00000.38	1
7.259	00339.15	-00683.61	00437.30	00879.53	00000.85	00000.02	-00000.34	1
7.268	00345.65	-00679.77	00447.61	00884.26	00000.85	00000.03	-00000.28	1
7.278	00351.77	-00678.74	00456.48	00890.39	00000.84	00000.04	-00000.23	1
7.287	00357.86	-00679.21	00465.18	00897.65	00000.82	00000.06	-00000.17	1
7.296	00365.10	-00680.94	00473.87	00906.38	00000.81	00000.08	-00000.12	1
7.305	00371.68	-00683.80	00481.67	00915.27	00000.80	00000.09	-00000.08	1
7.314	00373.81	-00688.33	00483.95	00920.73	00000.77	00000.09	-00000.06	1
7.323	00378.80	-00692.55	00490.46	00929.34	00000.75	00000.09	-00000.02	1
7.332	00385.97	-00696.04	00500.04	00939.94	00000.75	00000.09	00000.03	1
7.341	00387.52	-00698.88	00502.08	00943.77	00000.72	00000.06	00000.08	1
7.350	00390.48	-00702.19	00504.16	00948.53	00000.70	00000.03	00000.12	1
7.359	00392.69	-00707.08	00505.75	00953.91	00000.67	00000.01	00000.16	1
7.368	00401.31	-00713.53	00515.87	00967.62	00000.66	00000.02	00000.21	1
7.377	00407.73	-00718.91	00522.69	00977.89	00000.65	00000.01	00000.27	1
7.386	00409.03	-00725.94	00523.56	00984.08	00000.61	-00000.01	00000.31	1
7.395	00421.25	-00731.09	00538.20	01000.80	00000.62	00000.02	00000.38	1
7.404	00421.26	-00736.92	00538.09	01005.01	00000.58	00000.02	00000.41	1
7.412	00433.90	-00738.99	00552.13	01019.42	00000.59	00000.04	00000.49	1
7.421	00442.93	-00741.93	00562.82	01031.22	00000.59	00000.07	00000.54	1
7.430	00445.39	-00742.80	00565.61	01034.43	00000.57	00000.06	00000.58	1
7.439	00449.38	-00743.49	00570.54	01039.34	00000.55	00000.06	00000.62	1
7.448	00448.98	-00745.35	00572.03	01041.32	00000.51	00000.07	00000.64	1
7.457	00447.00	-00746.79	00571.67	01041.30	00000.47	00000.06	00000.66	1
7.466	00450.84	-00747.94	00576.51	01046.44	00000.45	00000.07	00000.69	1
7.474	00454.85	-00750.66	00581.76	01053.01	00000.43	00000.07	00000.71	1
7.483	00452.04	-00755.02	00578.72	01053.23	00000.39	00000.07	00000.72	1
7.492	00454.61	-00759.47	00581.27	01058.93	00000.37	00000.07	00000.75	1
7.501	00465.52	-00763.76	00594.00	01073.71	00000.37	00000.10	00000.80	1
7.510	00477.49	-00768.99	00609.02	01090.98	00000.37	00000.13	00000.84	1
7.519	00483.59	-00773.69	00617.00	01101.43	00000.35	00000.13	00000.86	1
7.527	00489.63	-00776.47	00624.97	01110.51	00000.33	00000.12	00000.88	1
7.536	00490.30	-00776.76	00626.35	01111.79	00000.29	00000.08	00000.89	1
7.545	00486.20	-00777.48	00621.77	01107.91	00000.24	00000.04	00000.89	1
7.554	00484.70	-00778.79	00619.51	01106.91	00000.20	00000.02	00000.92	1
7.563	00483.15	-00781.13	00617.53	01106.77	00000.16	00000.02	00000.95	1
7.571	00485.32	-00783.55	00620.83	01111.27	00000.13	00000.04	00001.00	1
7.580	00496.24	-00782.15	00634.37	01122.69	00000.13	00000.06	00001.08	1
7.589	00505.40	-00779.59	00645.61	01131.37	00000.12	00000.09	00001.12	1
7.598	00511.52	-00775.74	00654.89	01136.80	00000.10	00000.11	00001.14	1
7.606	00512.04	-00771.34	00658.59	01136.17	00000.05	00000.11	00001.14	1
7.615	00507.72	-00767.44	00656.46	01130.35	-00000.02	00000.09	00001.11	1
7.624	00502.27	-00765.24	00653.02	01124.41	-00000.10	00000.05	00001.06	1
7.633	00496.26	-00764.20	00647.86	01118.04	-00000.18	00000.00	00001.01	1
7.642	00488.33	-00764.23	00640.15	01110.09	-00000.28	-00000.07	00000.95	1
7.650	00480.20	-00763.93	00632.71	01102.05	-00000.37	-00000.13	00000.90	1
7.659	00469.90	-00762.76	00622.43	01090.88	-00000.47	-00000.19	00000.85	1
7.668	00461.02	-00759.36	00612.74	01079.18	-00000.56	-00000.24	00000.82	1
7.677	00457.00	-00755.25	00607.58	01071.63	-00000.63	-00000.27	00000.81	1
7.686	00461.08	-00750.92	00610.77	01072.15	-00000.66	-00000.28	00000.84	1
7.694	00469.14	-00748.78	00619.20	01078.97	-00000.69	-00000.28	00000.88	1
7.703	00474.72	-00749.66	00626.13	01086.00	-00000.73	-00000.28	00000.91	1
7.712	00480.74	-00752.37	00634.81	01095.52	-00000.79	-00000.30	00000.91	1
7.721	00484.49	-00755.53	00641.84	01103.40	-00000.85	-00000.33	00000.90	1
7.729	00487.40	-00757.22	00647.34	01109.05	-00000.91	-00000.38	00000.88	1
7.738	00493.91	-00756.76	00653.86	01115.42	-00000.95	-00000.43	00000.88	1
7.747	00500.72	-00757.12	00659.86	01122.22	-00000.99	-00000.45	00000.90	1
7.756	00501.35	-00761.86	00660.23	01125.91	-00001.05	-00000.46	00000.91	1
7.764	00502.16	-00768.63	00662.94	01132.45	-00001.11	-00000.43	00000.95	1
7.773	00501.22	-00776.30	00664.41	01138.12	-00001.17	-00000.41	00001.01	1
7.782	00505.63	-00782.69	00670.70	01148.09	-00001.22	-00000.39	00001.10	1
7.791	00515.62	-00789.05	00684.33	01164.80	-00001.25	-00000.37	00001.17	1
7.799	00527.48	-00794.55	00701.52	01183.93	-00001.29	-00000.36	00001.23	1
7.808	00533.42	-00798.12	00709.92	01193.95	-00001.34	-00000.40	00001.23	1
7.816	00534.21	-00799.72	00711.31	01196.20	-00001.42	-00000.47	00001.21	1
7.825	00528.04	-00803.68	00705.63	01192.75	-00001.52	-00000.54	00001.14	1
7.834	00518.65	-00806.36	00695.32	01184.35	-00001.63	-00000.61	00001.06	1
7.842	00509.53	-00806.36	00684.04	01173.77	-00001.72	-00000.68	00001.02	1
7.851	00501.67	-00806.21	00675.42	01165.26	-00001.80	-00000.72	00000.98	1
7.860	00495.00	-00804.59	00669.31	01157.74	-00001.87	-00000.74	00000.95	1
7.868	00489.68	-00799.81	00663.25	01148.64	-00001.93	-00000.78	00000.94	1
7.877	00480.46	-00798.80	00654.18	01138.80	-00002.01	-00000.82	00000.88	1
7.886	00472.46	-00796.46	00645.67	01128.92	-00002.08	-00000.86	00000.82	1
7.894	00461.00	-00794.33	00632.94	01115.39	-00002.16	-00000.90	00000.76	1
7.903	00449.40	-00792.75	00621.00	01102.74	-00002.24	-00000.93	00000.70	1
7.911	00444.08	-00785.80	00613.51	01091.37	-00002.29	-00000.95	00000.68	1
7.920	00435.05	-00779.70	00602.97	01077.39	-00002.34	-00000.95	00000.64	1
7.929	00429.71	-00769.78	00595.13	01063.67	-00002.37	-00000.94	00000.66	1
7.938	00422.29	-00763.07	00585.01	01050.16	-00002.40	-00000.91	00000.68	1
7.946	00414.50	-00757.44	00574.96	01037.36	-00002.45	-00000.86	00000.72	1
7.955	00401.11	-00751.15	00559.45	01018.87	-00002.51	-00000.82	00000.76	1
7.964	00396.01	-00742.43	00553.01	01006.90	-00002.53	-00000.77	00000.83	1
7.973	00390.98	-00733.05	00546.43	00994.39	-00002.56	-00000.74	00000.88	1
7.982	00383.06	-00722.52	00536.11	00977.84	-00002.59	-00000.73	00000.89	1
7.990	00373.53	-00711.48	00523.78	00959.21	-00002.62	-00000.73	00000.88	1
7.999	00368.06	-00699.01	00514.23	00942.61	-00002.64	-00000.73	00000.87	1
8.008	00363.20	-00685.55	00504.01	00925.16	-00002.64	-00000.72	00000.87	1
8.017	00356.87	-00672.69	00493.03	00907.16	-00002.65	-00000.69	00000.90	1
8.026	00352.38	-00661.81	00482.87	00891.81	-00002.66	-00000.65	00000.95	1
8.035	00349.40	-00651.96	00475.62	00879.40	-00002.66	-00000.59	00001.04	1
8.044	00352.41	-00644.75	00476.93	00875.99	-00002.64	-00000.51	00001.14	1
8.053	00355.16	-00637.84	00477.59	00872.40	-00002.63	-00000.45	00001.21	1
8.062	00349.91	-00631.63	00470.43	00861.80	-00002.66	-00000.42	00001.24	1
8.071	00346.60	-00622.66	00466.18	00851.56	-00002.68	-00000.40	00001.24	1
8.080	00342.16	-00609.38	00457.76	00835.44	-00002.70	-00000.41	00001.24	1
8.089	00330.15	-00594.15	00441.17	00810.34	-00002.74	-00000.43	00001.20	1
8.098	00314.64	-00577.66	00420.31	00780.61	-00002.77	-00000.46	00001.15	1
8.107	00298.38	-00559.91	00397.99	00748.95	-00002.78	-00000.48	00001.10	1
8.116	00285.42	-00541.45	00379.43	00720.14	-00002.75	-00000.48	00001.06	1
8.125	00272.35	-00522.64	00360.32	00690.76	-00002.72	-00000.49	00001.02	1
8.135	00264.34	-00504.05	00347.98	00667.11	-00002.66	-00000.47	00001.01	1
8.144	00264.82	-00484.81	00344.52	00651.05	-00002.58	-00000.45	00001.02	1
8.153	00261.77	-00468.33	00337.78	00634.00	-00002.53	-00000.44	00001.02	1
8.163	00252.30	-00453.84	00324.12	00612.11	-00002.52	-00000.45	00000.99	1
8.172	00241.55	-00440.16	00308.28	00589.17	-00002.52	-00000.47	00000.95	1
8.181	00229.79	-00427.52	00291.79	00566.32	-00002.52	-00000.50	00000.91	1
8.191	00227.94	-00414.64	00289.05	00554.47	-00002.49	-00000.47	00000.90	1
8.200	00224.08	-00402.08	00283.24	00540.47	-00002.45	-00000.44	00000.88	1
8.210	00219.45	-00389.15	00276.11	00525.20	-00002.41	-00000.42	00000.87	1
8.219	00215.04	-00377.42	00267.47	00510.12	-00002.36	-00000.39	00000.86	1
8.229	00216.88	-00364.68	00267.03	00501.33	-00002.27	-00000.35	00000.88	1
8.238	00217.98	-00350.63	00266.22	00491.26	-00002.19	-00000.32	00000.90	1
8.248	00217.24	-00337.39	00263.07	00479.83	-00002.13	-00000.30	00000.90	1
8.257	00210.99	-00325.37	00254.39	00463.79	-00002.09	-00000.29	00000.88	1
8.267	00200.17	-00313.54	00240.14	00442.76	-00002.07	-00000.30	00000.83	1
8.276	00191.39	-00300.54	00227.16	00422.56	-00002.04	-00000.31	00000.79	1
8.286	00184.97	-00285.60	00217.07	00403.61	-00001.98	-00000.32	00000.77	1
8.296	00172.73	-00270.98	00200.17	00378.60	-00001.94	-00000.33	00000.73	1
8.306	00166.18	-00256.52	00189.89	00359.83	-00001.87	-00000.32	00000.70	1
8.315	00161.17	-00241.29	00180.33	00341.64	-00001.79	-00000.31	00000.69	1
8.325	00158.25	-00226.34	00174.42	00326.64	-00001.70	-00000.28	00000.68	1
8.335	00152.21	-00214.20	00166.19	00310.92	-00001.63	-00000.24	00000.65	1
8.345	00141.32	-00205.41	00154.78	00293.46	-00001.58	-00000.20	00000.59	1
8.355	00129.43	-00195.55	00140.98	00273.62	-00001.52	-00000.18	00000.55	1
8.364	00123.77	-00184.04	00132.15	00258.17	-00001.43	-00000.17	00000.53	1
8.374	00119.53	-00175.53	00125.90	00246.87	-00001.35	-00000.14	00000.50	1
8.384	00113.44	-00167.27	00116.27	00233.17	-00001.27	-00000.12	00000.48	1
8.394	00110.40	-00161.33	00112.02	00225.30	-00001.19	-00000.08	00000.46	1
8.404	00103.85	-00155.08	00102.20	00212.79	-00001.12	-00000.05	00000.44	1
8.414	00095.09	-00150.40	00091.19	00199.94	-00001.05	-00000.02	00000.41	1
8.424	00102.03	-00141.22	00097.61	00199.70	-00000.90	00000.05	00000.45	1
8.434	00112.37	-00131.06	00106.67	00202.93	-00000.73	00000.12	00000.50	1
8.444	00110.00	-00124.15	00101.58	00194.50	-00000.61	00000.16	00000.48	1
8.454	00104.47	-00116.22	00093.50	00182.11	-00000.50	00000.19	00000.45	1
8.464	00101.81	-00107.54	00088.82	00172.68	-00000.37	00000.23	00000.43	1
8.474	00101.32	-00098.09	00086.40	00165.39	-00000.23	00000.25	00000.40	1
8.484	00103.18	-00089.59	00088.24	00162.67	-00000.08	00000.27	00000.35	1
8.494	00103.40	-00082.73	00088.38	00159.21	00000.05	00000.29	00000.29	1
8.504	00104.12	-00074.67	00085.83	00154.22	00000.16	00000.27	00000.23	1
8.515	00106.08	-00067.16	00084.04	00151.08	00000.25	00000.25	00000.20	1
8.525	00111.35	-00061.50	00088.72	00155.09	00000.31	00000.27	00000.19	1
8.535	00113.43	-00056.46	00090.47	00155.68	00000.35	00000.27	00000.18	1
8.545	00112.74	-00051.11	00087.89	00151.82	00000.36	00000.26	00000.18	1
8.555	00113.55	-00047.82	00090.22	00152.71	00000.37	00000.28	00000.17	1
8.565	00110.76	-00044.73	00088.30	00148.54	00000.36	00000.28	00000.16	1
8.575	00107.80	-00040.88	00084.67	00143.04	00000.35	00000.28	00000.14	1
8.586	00113.31	-00037.37	00091.61	00150.42	00000.37	00000.31	00000.15	1
8.596	00111.90	-00032.43	00089.11	00146.68	00000.36	00000.30	00000.15	1
8.606	00115.51	-00029.11	00093.60	00151.50	00000.37	00000.32	00000.16	1
8.616	00113.64	-00025.28	00090.47	00147.44	00000.36	00000.31	00000.16	1
8.626	00115.32	-00022.77	00092.61	00149.65	00000.37	00000.31	00000.17	1
8.636	00112.56	-00019.43	00088.30	00144.37	00000.36	00000.30	00000.16	1
8.647	00114.89	-00016.55	00090.88	00147.42	00000.37	00000.31	00000.17	1
8.657	00110.82	-00012.61	00085.59	00140.59	00000.35	00000.29	00000.17	1
8.667	00113.19	-00010.82	00088.91	00144.34	00000.36	00000.31	00000.17	1
8.677	00111.39	-00010.43	00087.30	00141.91	00000.35	00000.32	00000.16	1
8.687	00109.87	-00009.08	00084.91	00139.15	00000.35	00000.31	00000.16	1
8.698	00112.50	-00007.89	00088.54	00143.38	00000.36	00000.32	00000.18	1
8.708	00110.71	-00005.52	00085.86	00140.21	00000.37	00000.31	00000.18	1
8.718	00112.31	-00005.74	00088.59	00143.16	00000.38	00000.33	00000.18	1
8.728	00109.36	-00006.03	00085.64	00139.03	00000.38	00000.34	00000.16	1
8.738	00108.29	-00004.39	00083.90	00137.06	00000.39	00000.34	00000.15	1
8.749	00109.69	-00002.90	00086.31	00139.60	00000.42	00000.35	00000.15	1
8.759	00108.61	00000.11	00084.48	00137.60	00000.43	00000.33	00000.15	1
8.769	00117.08	00002.18	00094.67	00150.59	00000.48	00000.35	00000.17	1
8.779	00121.32	00002.71	00100.31	00157.44	00000.51	00000.37	00000.18	1
8.789	00123.00	00004.79	00101.53	00159.56	00000.53	00000.37	00000.18	1
8.800	00129.23	00004.92	00108.80	00169.00	00000.57	00000.39	00000.20	1
8.810	00131.06	00002.45	00111.11	00171.84	00000.58	00000.41	00000.19	1
8.820	00130.58	00001.38	00108.67	00169.89	00000.59	00000.41	00000.18	1
8.830	00134.42	-00002.05	00112.39	00175.22	00000.62	00000.43	00000.18	1
8.840	00135.32	-00007.81	00113.18	00176.58	00000.62	00000.46	00000.15	1
8.851	00133.88	-00012.07	00110.04	00173.72	00000.62	00000.46	00000.12	1
8.861	00132.22	-00017.58	00107.09	00171.06	00000.62	00000.46	00000.08	1
8.871	00125.46	-00023.01	00098.07	00160.90	00000.60	00000.44	00000.03	1
8.881	00124.10	-00027.07	00093.98	00158.00	00000.61	00000.42	00000.00	1
8.891	00128.38	-00033.39	00097.59	00164.68	00000.62	00000.41	-00000.03	1
8.902	00130.52	-00040.44	00097.96	00168.13	00000.63	00000.40	-00000.05	1
8.912	00136.08	-00051.79	00103.71	00178.76	00000.66	00000.42	-00000.09	1
8.922	00136.21	-00061.47	00102.13	00181.00	00000.67	00000.41	-00000.13	1
8.932	00144.68	-00073.12	00110.81	00196.36	00000.71	00000.43	-00000.16	1
8.942	00152.82	-00084.20	00118.36	00210.83	00000.77	00000.45	-00000.19	1
8.952	00158.37	-00098.30	00123.76	00223.74	00000.81	00000.47	-00000.24	1
8.962	00174.18	-00113.63	00141.28	00251.42	00000.90	00000.54	-00000.27	1
8.972	00189.95	-00129.52	00158.97	00279.52	00000.99	00000.61	-00000.31	1
8.982	00207.56	-00144.58	00177.09	00308.78	00001.11	00000.68	-00000.33	1
8.992	00220.35	-00159.56	00189.78	00331.71	00001.20	00000.73	-00000.35	1
9.002	00229.70	-00174.75	00197.99	00350.00	00001.28	00000.76	-00000.38	1
9.012	00236.77	-00190.49	00203.45	00365.71	00001.35	00000.79	-00000.40	1
9.022	00238.66	-00207.42	00202.03	00375.23	00001.41	00000.80	-00000.43	1
9.032	00242.55	-00227.08	00203.98	00389.88	00001.49	00000.83	-00000.47	1
9.042	00253.90	-00249.21	00214.29	00415.32	00001.58	00000.89	-00000.50	1
9.052	00261.13	-00274.63	00221.36	00438.88	00001.65	00000.95	-00000.54	1
9.062	00274.02	-00300.09	00233.87	00468.87	00001.75	00001.00	-00000.58	1
9.072	00287.37	-00326.46	00247.30	00500.31	00001.86	00001.05	-00000.64	1
9.081	00298.59	-00352.25	00258.69	00529.30	00001.96	00001.08	-00000.71	1
9.091	00307.86	-00376.63	00267.43	00555.11	00002.08	00001.08	-00000.80	1
9.101	00317.64	-00400.23	00275.78	00580.63	00002.19	00001.07	-00000.88	1
9.110	00325.22	-00426.02	00284.79	00606.93	00002.28	00001.08	-00000.99	1
9.120	00333.81	-00448.13	00293.10	00630.99	00002.38	00001.07	-00001.08	1
9.130	00341.28	-00469.28	00299.66	00653.06	00002.48	00001.06	-00001.16	1
9.139	00353.84	-00492.65	00313.85	00682.94	00002.58	00001.09	-00001.24	1
9.149	00367.06	-00515.06	00328.30	00712.60	00002.69	00001.12	-00001.30	1
9.158	00376.54	-00537.16	00338.06	00737.97	00002.79	00001.13	-00001.38	1
9.168	00382.67	-00558.28	00343.30	00758.93	00002.88	00001.13	-00001.46	1
9.177	00383.83	-00580.60	00344.41	00776.55	00002.95	00001.12	-00001.56	1
9.187	00397.64	-00602.20	00361.53	00807.13	00003.07	00001.15	-00001.62	1
9.196	00412.57	-00621.24	00379.28	00836.66	00003.19	00001.17	-00001.68	1
9.205	00438.88	-00637.52	00409.90	00875.82	00003.34	00001.21	-00001.70	1
9.215	00456.97	-00654.34	00432.11	00907.59	00003.46	00001.23	-00001.75	1
9.224	00469.39	-00670.47	00447.50	00932.80	00003.54	00001.22	-00001.82	1
9.233	00482.19	-00685.66	00464.18	00958.18	00003.61	00001.21	-00001.90	1
9.242	00492.40	-00701.14	00478.27	00981.22	00003.67	00001.20	-00001.98	1
9.252	00493.12	-00718.38	00480.54	00995.07	00003.70	00001.18	-00002.10	1
9.261	00496.72	-00733.35	00484.99	01009.83	00003.75	00001.17	-00002.19	1
9.270	00512.22	-00744.94	00503.31	01034.71	00003.87	00001.21	-00002.23	1
9.279	00525.62	-00756.48	00519.85	01057.72	00003.97	00001.25	-00002.28	1
9.288	00536.80	-00767.28	00533.44	01077.70	00004.05	00001.27	-00002.34	1
9.298	00552.86	-00775.45	00552.96	01101.24	00004.15	00001.29	-00002.39	1
9.307	00560.74	-00783.38	00562.09	01115.37	00004.20	00001.25	-00002.47	1
9.316	00573.95	-00788.53	00578.00	01133.70	00004.25	00001.22	-00002.52	1
9.325	00583.56	-00793.66	00589.36	01147.95	00004.28	00001.19	-00002.59	1
9.334	00590.72	-00797.98	00599.08	01159.58	00004.29	00001.15	-00002.66	1
9.343	00602.21	-00798.85	00614.46	01174.04	00004.30	00001.11	-00002.69	1
9.353	00602.17	-00801.29	00616.32	01176.65	00004.25	00001.02	-00002.75	1
9.362	00608.72	-00802.52	00625.25	01185.54	00004.20	00000.91	-00002.78	1
9.371	00615.59	-00805.64	00633.66	01195.63	00004.14	00000.79	-00002.80	1
9.380	00618.33	-00812.20	00639.54	01204.58	00004.05	00000.68	-00002.85	1
9.389	00620.10	-00818.46	00642.38	01211.22	00003.95	00000.55	-00002.89	1
9.398	00621.94	-00824.91	00644.01	01217.39	00003.86	00000.44	-00002.94	1
9.407	00626.96	-00832.33	00649.08	01227.66	00003.80	00000.34	-00002.98	1
9.416	00632.25	-00841.95	00656.12	01240.60	00003.75	00000.26	-00003.03	1
9.425	00633.93	-00854.26	00660.82	01252.33	00003.68	00000.17	-00003.09	1
9.434	00640.13	-00866.08	00670.94	01268.86	00003.62	00000.08	-00003.14	1
9.443	00644.02	-00876.37	00678.90	01282.06	00003.55	-00000.02	-00003.17	1
9.452	00640.96	-00887.57	00678.49	01288.00	00003.45	-00000.12	-00003.22	1
9.460	00628.98	-00899.95	00668.28	01285.35	00003.34	-00000.22	-00003.30	1
9.469	00621.65	-00912.82	00662.94	01288.09	00003.29	-00000.28	-00003.37	1
9.478	00621.26	-00924.29	00664.71	01296.96	00003.29	-00000.32	-00003.43	1
9.487	00624.88	-00935.11	00671.01	01309.64	00003.32	-00000.35	-00003.48	1
9.496	00631.88	-00944.78	00681.13	01325.08	00003.35	-00000.38	-00003.51	1
9.504	00637.22	-00954.33	00689.08	01338.52	00003.38	-00000.43	-00003.55	1
9.513	00639.84	-00963.93	00693.80	01349.04	00003.40	-00000.47	-00003.60	1
9.522	00644.68	-00972.84	00701.79	01361.81	00003.44	-00000.48	-00003.64	1
9.530	00648.02	-00979.22	00706.13	01370.19	00003.49	-00000.52	-00003.68	1
9.539	00647.72	-00985.51	00706.81	01374.90	00003.53	-00000.55	-00003.73	1
9.548	00654.37	-00992.26	00716.74	01387.99	00003.60	-00000.55	-00003.76	1
9.556	00657.87	-00999.17	00721.45	01397.01	00003.65	-00000.57	-00003.80	1
9.565	00667.64	-01006.84	00733.97	01413.57	00003.73	-00000.56	-00003.83	1
9.574	00674.53	-01014.16	00742.42	01426.43	00003.81	-00000.56	-00003.88	1
9.582	00681.81	-01022.08	00751.39	01440.17	00003.88	-00000.57	-00003.93	1
9.591	00690.81	-01030.43	00765.03	01457.49	00003.96	-00000.56	-00003.97	1
9.599	00691.40	-01037.21	00768.82	01464.55	00004.01	-00000.58	-00004.04	1
9.608	00689.06	-01042.77	00769.30	01467.65	00004.05	-00000.61	-00004.11	1
9.617	00687.44	-01043.74	00768.64	01467.23	00004.09	-00000.65	-00004.16	1
9.625	00683.93	-01042.48	00764.22	01462.38	00004.12	-00000.70	-00004.21	1
9.634	00685.07	-01039.47	00766.15	01461.78	00004.16	-00000.72	-00004.24	1
9.642	00688.09	-01035.15	00770.83	01462.59	00004.22	-00000.73	-00004.25	1
9.651	00687.47	-01031.96	00772.87	01461.12	00004.25	-00000.73	-00004.28	1
9.660	00687.04	-01027.32	00774.86	01458.70	00004.29	-00000.73	-00004.29	1
9.668	00687.62	-01022.68	00777.51	01457.13	00004.34	-00000.74	-00004.29	1
9.677	00686.06	-01019.91	00779.00	01455.24	00004.39	-00000.74	-00004.30	1
9.685	00685.47	-01020.13	00783.83	01457.71	00004.43	-00000.73	-00004.31	1
