Data File:	S8R_200809_1_39.AKF
Measurement Programm:	5.4.17

------------------------MEASURING INFOS------------------------
Diagram Title #1	Forces and Moments at Shoulder Joint
Diagram Title #2	Measured Relative to Humerus

Comment #1	Shoulder Joint; Standard Test; Standing Position; Elevation; 2,4 kg; 150 deg.
Comment #2	S8R, 11 Months PO  *  three times

BodyWeight [N]:	830

Implant Type:	Shoulder Joint

Axes Directions X, Y, Z:	Medial, Anterior, Superior
Axes Origin:	Center of
Angle of Rotation (Deg):	Y = -52	X = -90	Y = -63,1
Displacement X, Y, Z (mm):	0	0	0
Activity Code:	shoulderactivities	1P_1_1_1_2_6	2P_1_67






---------------------------DATA--------------------------------

Number of Data Sets =	1364
Number of analog channels =	0
Time-Offset(sec) =	0.0
Max. Force (N, sec):	1611,22	2,610

Time	Fx	Fy	Fz	F	Mx	My	Mz	Marker
[s]	[N]	[N]	[N]	[N]	[Nm]	[Nm]	[Nm]	[0/1]

3.945	00476.26	-00812.90	00602.17	01118.14	-00000.19	00000.05	00000.91	1
3.954	00458.67	-00807.00	00585.24	01097.33	-00000.31	00000.01	00000.85	1
3.963	00445.43	-00800.23	00573.16	01080.42	-00000.41	-00000.02	00000.80	1
3.971	00437.40	-00793.25	00564.89	01067.55	-00000.49	-00000.05	00000.78	1
3.980	00436.84	-00787.18	00562.74	01061.67	-00000.55	-00000.08	00000.78	1
3.989	00442.48	-00782.60	00566.36	01062.55	-00000.57	-00000.10	00000.81	1
3.998	00449.63	-00780.56	00571.95	01067.04	-00000.60	-00000.11	00000.85	1
4.007	00456.86	-00780.63	00578.07	01073.44	-00000.63	-00000.10	00000.89	1
4.015	00462.76	-00781.77	00583.76	01079.85	-00000.67	-00000.10	00000.94	1
4.024	00467.05	-00783.84	00589.51	01086.30	-00000.71	-00000.10	00000.98	1
4.033	00467.80	-00787.89	00592.90	01091.39	-00000.78	-00000.12	00000.99	1
4.042	00470.62	-00792.30	00598.85	01099.02	-00000.85	-00000.16	00001.00	1
4.050	00471.54	-00797.87	00603.50	01105.97	-00000.93	-00000.21	00000.99	1
4.059	00476.27	-00803.57	00610.92	01116.15	-00000.98	-00000.27	00000.97	1
4.068	00478.01	-00810.08	00614.93	01123.77	-00001.05	-00000.33	00000.93	1
4.077	00484.57	-00813.76	00622.99	01133.63	-00001.09	-00000.38	00000.92	1
4.085	00486.84	-00820.57	00627.58	01142.01	-00001.15	-00000.42	00000.89	1
4.094	00492.92	-00823.42	00632.65	01149.45	-00001.18	-00000.46	00000.92	1
4.103	00497.51	-00829.80	00637.99	01158.93	-00001.22	-00000.46	00000.96	1
4.111	00503.38	-00835.43	00644.88	01169.27	-00001.26	-00000.44	00001.02	1
4.120	00510.31	-00839.95	00653.98	01180.52	-00001.29	-00000.41	00001.10	1
4.128	00517.55	-00843.37	00664.69	01192.04	-00001.33	-00000.38	00001.17	1
4.137	00519.08	-00843.57	00668.94	01195.21	-00001.38	-00000.41	00001.21	1
4.146	00516.42	-00844.05	00669.58	01194.76	-00001.45	-00000.46	00001.21	1
4.154	00515.13	-00845.09	00670.84	01195.64	-00001.52	-00000.51	00001.16	1
4.163	00510.32	-00845.44	00666.65	01191.48	-00001.60	-00000.59	00001.11	1
4.171	00501.69	-00847.04	00657.80	01184.00	-00001.69	-00000.64	00001.04	1
4.180	00492.48	-00849.37	00648.87	01176.86	-00001.76	-00000.67	00001.01	1
4.188	00485.89	-00851.07	00642.96	01172.09	-00001.83	-00000.64	00001.01	1
4.197	00480.22	-00849.67	00637.63	01165.81	-00001.88	-00000.61	00001.06	1
4.206	00474.07	-00845.10	00630.46	01156.04	-00001.92	-00000.60	00001.12	1
4.214	00473.98	-00841.57	00630.59	01153.49	-00001.96	-00000.59	00001.17	1
4.223	00473.07	-00840.12	00631.25	01152.42	-00002.00	-00000.56	00001.19	1
4.231	00463.73	-00837.98	00623.20	01142.64	-00002.07	-00000.57	00001.17	1
4.240	00453.09	-00833.63	00612.62	01129.39	-00002.14	-00000.60	00001.15	1
4.249	00439.40	-00827.92	00596.30	01110.90	-00002.22	-00000.66	00001.13	1
4.257	00427.47	-00821.97	00582.25	01094.25	-00002.28	-00000.69	00001.11	1
4.266	00418.24	-00814.68	00572.02	01079.74	-00002.33	-00000.69	00001.09	1
4.275	00409.82	-00804.13	00561.11	01062.74	-00002.36	-00000.71	00001.09	1
4.283	00406.21	-00795.65	00555.91	01052.19	-00002.38	-00000.69	00001.09	1
4.292	00398.16	-00784.55	00544.21	01034.51	-00002.41	-00000.69	00001.11	1
4.301	00388.77	-00777.84	00533.61	01020.25	-00002.47	-00000.67	00001.11	1
4.309	00378.07	-00771.74	00522.13	01005.55	-00002.52	-00000.63	00001.12	1
4.318	00364.16	-00762.38	00505.60	00984.62	-00002.57	-00000.64	00001.13	1
4.327	00354.13	-00751.89	00493.94	00966.81	-00002.60	-00000.63	00001.15	1
4.336	00345.21	-00741.68	00483.36	00950.21	-00002.62	-00000.64	00001.16	1
4.345	00336.03	-00732.61	00472.64	00934.35	-00002.64	-00000.65	00001.13	1
4.353	00327.85	-00724.33	00462.52	00919.82	-00002.65	-00000.68	00001.09	1
4.362	00321.83	-00716.75	00454.26	00907.56	-00002.66	-00000.70	00001.03	1
4.371	00316.51	-00709.49	00446.01	00895.81	-00002.67	-00000.74	00000.96	1
4.380	00316.71	-00700.14	00442.36	00886.67	-00002.66	-00000.76	00000.91	1
4.389	00313.42	-00691.35	00435.87	00875.32	-00002.68	-00000.79	00000.86	1
4.398	00305.68	-00683.78	00425.83	00861.58	-00002.71	-00000.82	00000.81	1
4.407	00302.94	-00675.41	00420.32	00851.24	-00002.72	-00000.83	00000.77	1
4.416	00294.60	-00667.40	00410.53	00837.10	-00002.74	-00000.84	00000.72	1
4.424	00287.30	-00658.98	00400.09	00822.72	-00002.76	-00000.83	00000.70	1
4.433	00279.56	-00649.27	00389.82	00807.26	-00002.77	-00000.82	00000.69	1
4.442	00274.97	-00638.88	00383.12	00794.08	-00002.77	-00000.80	00000.68	1
4.451	00275.06	-00626.61	00380.99	00783.24	-00002.75	-00000.76	00000.71	1
4.460	00271.31	-00614.66	00374.07	00768.99	-00002.74	-00000.74	00000.71	1
4.469	00263.26	-00602.95	00362.15	00751.01	-00002.73	-00000.73	00000.71	1
4.479	00255.12	-00591.81	00350.81	00733.76	-00002.72	-00000.71	00000.69	1
4.488	00249.88	-00578.90	00341.28	00716.96	-00002.70	-00000.70	00000.69	1
4.497	00243.47	-00564.68	00329.81	00697.80	-00002.68	-00000.70	00000.69	1
4.506	00231.85	-00551.11	00313.73	00675.21	-00002.68	-00000.70	00000.67	1
4.515	00232.35	-00534.63	00312.01	00661.19	-00002.62	-00000.67	00000.69	1
4.524	00216.81	-00518.78	00293.02	00634.03	-00002.62	-00000.66	00000.65	1
4.534	00208.10	-00501.29	00281.86	00611.59	-00002.59	-00000.64	00000.62	1
4.543	00200.90	-00482.43	00270.71	00588.54	-00002.55	-00000.63	00000.61	1
4.552	00191.97	-00464.47	00256.46	00564.23	-00002.50	-00000.63	00000.58	1
4.562	00183.36	-00448.07	00242.99	00541.70	-00002.46	-00000.63	00000.55	1
4.571	00185.21	-00431.47	00243.70	00529.02	-00002.38	-00000.60	00000.56	1
4.581	00183.20	-00418.99	00239.53	00516.23	-00002.33	-00000.57	00000.56	1
4.590	00189.75	-00405.96	00245.32	00510.87	-00002.26	-00000.54	00000.58	1
4.599	00186.11	-00395.77	00238.71	00498.25	-00002.23	-00000.52	00000.58	1
4.609	00189.36	-00385.56	00240.91	00492.50	-00002.18	-00000.48	00000.61	1
4.618	00194.33	-00373.37	00245.28	00487.17	-00002.11	-00000.44	00000.65	1
4.628	00191.21	-00361.82	00239.66	00474.25	-00002.08	-00000.41	00000.65	1
4.638	00186.67	-00349.59	00231.64	00459.03	-00002.04	-00000.40	00000.65	1
4.647	00181.35	-00337.09	00222.91	00442.95	-00001.99	-00000.39	00000.63	1
4.657	00176.39	-00325.70	00215.01	00428.28	-00001.94	-00000.37	00000.59	1
4.666	00172.77	-00312.00	00207.18	00412.45	-00001.89	-00000.38	00000.56	1
4.676	00168.65	-00298.47	00198.55	00396.17	-00001.83	-00000.40	00000.53	1
4.686	00160.80	-00286.97	00186.32	00378.05	-00001.78	-00000.42	00000.48	1
4.695	00155.41	-00276.54	00177.21	00363.36	-00001.72	-00000.43	00000.43	1
4.705	00151.68	-00266.00	00169.56	00350.02	-00001.65	-00000.44	00000.40	1
4.715	00140.78	-00258.40	00155.54	00332.84	-00001.61	-00000.43	00000.35	1
4.725	00128.92	-00251.98	00141.44	00316.42	-00001.58	-00000.41	00000.30	1
4.734	00124.99	-00244.64	00134.92	00306.06	-00001.51	-00000.38	00000.29	1
4.744	00122.48	-00235.44	00129.79	00295.43	-00001.44	-00000.34	00000.29	1
4.754	00120.64	-00224.90	00125.70	00284.49	-00001.37	-00000.30	00000.30	1
4.764	00123.63	-00211.56	00126.98	00275.98	-00001.27	-00000.26	00000.34	1
4.774	00128.21	-00198.84	00130.86	00270.37	-00001.17	-00000.21	00000.38	1
4.784	00129.26	-00189.44	00131.14	00264.18	-00001.10	-00000.16	00000.39	1
4.793	00125.29	-00180.04	00124.90	00252.41	-00001.04	-00000.12	00000.38	1
4.803	00122.35	-00168.77	00119.60	00240.32	-00000.97	-00000.09	00000.40	1
4.813	00115.99	-00160.92	00111.04	00227.33	-00000.91	-00000.05	00000.38	1
4.823	00109.17	-00152.66	00102.21	00213.71	-00000.85	-00000.02	00000.38	1
4.833	00102.77	-00144.11	00092.28	00199.61	-00000.78	00000.00	00000.37	1
4.843	00092.01	-00137.01	00079.20	00183.06	-00000.72	00000.03	00000.33	1
4.853	00081.89	-00130.25	00068.90	00168.58	-00000.66	00000.07	00000.30	1
4.863	00077.51	-00121.76	00064.94	00158.28	-00000.58	00000.11	00000.28	1
4.873	00078.82	-00113.16	00065.97	00152.87	-00000.47	00000.15	00000.27	1
4.883	00081.71	-00103.83	00067.88	00148.55	-00000.37	00000.19	00000.27	1
4.893	00081.39	-00094.08	00065.17	00140.44	-00000.29	00000.20	00000.27	1
4.903	00086.19	-00082.52	00067.61	00137.14	-00000.20	00000.22	00000.29	1
4.914	00095.55	-00073.45	00076.55	00142.78	-00000.10	00000.25	00000.30	1
4.924	00102.46	-00064.63	00084.17	00147.52	-00000.02	00000.28	00000.32	1
4.934	00103.61	-00057.43	00085.30	00145.98	00000.04	00000.29	00000.32	1
4.944	00102.92	-00051.10	00082.93	00141.71	00000.08	00000.30	00000.31	1
4.954	00107.62	-00046.50	00089.18	00147.30	00000.14	00000.34	00000.30	1
4.964	00109.09	-00042.10	00092.02	00148.79	00000.17	00000.35	00000.29	1
4.974	00109.24	-00036.92	00091.55	00147.24	00000.20	00000.36	00000.28	1
4.984	00118.24	-00033.37	00102.60	00160.07	00000.24	00000.40	00000.29	1
4.995	00117.75	-00029.36	00102.05	00158.56	00000.25	00000.40	00000.28	1
5.005	00123.32	-00026.48	00109.52	00167.05	00000.28	00000.43	00000.28	1
5.015	00121.91	-00023.04	00107.25	00164.00	00000.28	00000.42	00000.26	1
5.025	00126.91	-00020.78	00113.64	00171.62	00000.31	00000.44	00000.27	1
5.035	00127.32	-00017.53	00113.36	00171.37	00000.32	00000.44	00000.26	1
5.046	00133.86	-00014.83	00120.69	00180.85	00000.35	00000.46	00000.27	1
5.056	00131.38	-00010.53	00116.81	00176.11	00000.34	00000.43	00000.28	1
5.066	00131.92	-00009.06	00118.36	00177.46	00000.35	00000.44	00000.27	1
5.076	00130.31	-00008.01	00116.84	00175.21	00000.34	00000.45	00000.25	1
5.086	00131.61	-00005.36	00117.48	00176.50	00000.35	00000.44	00000.26	1
5.096	00130.74	-00003.16	00116.11	00174.88	00000.36	00000.44	00000.25	1
5.107	00127.63	00000.89	00110.33	00168.71	00000.37	00000.41	00000.25	1
5.117	00132.43	00003.33	00114.81	00175.30	00000.40	00000.41	00000.26	1
5.127	00131.68	00004.61	00113.37	00173.82	00000.41	00000.42	00000.24	1
5.137	00131.36	00006.91	00111.91	00172.70	00000.42	00000.41	00000.24	1
5.148	00132.26	00008.43	00112.65	00173.93	00000.44	00000.41	00000.24	1
5.158	00126.65	00007.85	00107.09	00166.05	00000.42	00000.41	00000.20	1
5.168	00119.49	00009.22	00098.14	00154.90	00000.40	00000.39	00000.18	1
5.178	00117.70	00008.33	00096.26	00152.28	00000.40	00000.39	00000.16	1
5.188	00117.36	00007.21	00096.16	00151.90	00000.40	00000.41	00000.14	1
5.199	00118.04	00008.89	00096.02	00152.42	00000.41	00000.41	00000.14	1
5.209	00121.22	00011.45	00098.48	00156.60	00000.43	00000.40	00000.15	1
5.219	00121.36	00010.61	00099.10	00157.04	00000.44	00000.41	00000.15	1
5.229	00121.02	00009.19	00098.81	00156.50	00000.44	00000.43	00000.15	1
5.240	00115.36	00009.03	00092.00	00147.83	00000.42	00000.41	00000.14	1
5.250	00109.80	00009.41	00084.56	00138.91	00000.40	00000.39	00000.14	1
5.260	00114.48	00008.24	00088.40	00144.87	00000.43	00000.40	00000.15	1
5.270	00120.04	00006.06	00094.74	00153.05	00000.45	00000.42	00000.17	1
5.280	00117.57	00001.60	00093.32	00150.11	00000.43	00000.43	00000.15	1
5.291	00111.13	-00002.20	00085.60	00140.30	00000.41	00000.41	00000.13	1
5.301	00113.39	-00007.05	00087.35	00143.31	00000.41	00000.41	00000.11	1
5.311	00119.34	-00013.43	00094.86	00153.04	00000.43	00000.44	00000.10	1
5.321	00116.97	-00018.78	00091.71	00149.82	00000.41	00000.41	00000.08	1
5.332	00119.99	-00023.48	00093.89	00154.15	00000.42	00000.39	00000.07	1
5.342	00123.96	-00030.27	00098.32	00161.09	00000.43	00000.38	00000.06	1
5.352	00127.73	-00036.65	00100.61	00166.68	00000.44	00000.37	00000.05	1
5.362	00136.16	-00044.10	00109.39	00180.13	00000.46	00000.36	00000.05	1
5.372	00143.46	-00052.02	00114.77	00190.95	00000.48	00000.35	00000.05	1
5.382	00148.86	-00062.84	00119.67	00201.07	00000.50	00000.35	00000.02	1
5.392	00152.19	-00074.08	00121.80	00208.53	00000.51	00000.34	00000.00	1
5.403	00150.04	-00085.38	00116.39	00208.20	00000.51	00000.30	-00000.04	1
5.413	00146.58	-00097.39	00108.51	00206.75	00000.51	00000.26	-00000.09	1
5.423	00148.68	-00111.78	00109.20	00215.69	00000.54	00000.24	-00000.14	1
5.433	00152.61	-00127.34	00114.37	00229.31	00000.58	00000.26	-00000.20	1
5.443	00160.45	-00142.94	00124.78	00248.49	00000.65	00000.29	-00000.24	1
5.453	00174.90	-00159.11	00143.51	00276.59	00000.74	00000.34	-00000.28	1
5.463	00189.10	-00174.65	00160.35	00303.28	00000.84	00000.39	-00000.31	1
5.472	00192.45	-00189.85	00163.92	00316.15	00000.91	00000.40	-00000.37	1
5.482	00203.34	-00204.49	00176.53	00338.13	00001.00	00000.44	-00000.40	1
5.492	00212.31	-00219.48	00186.82	00357.98	00001.10	00000.48	-00000.43	1
5.502	00222.95	-00234.38	00199.87	00380.25	00001.20	00000.53	-00000.45	1
5.512	00222.17	-00251.53	00199.45	00390.39	00001.25	00000.55	-00000.50	1
5.522	00229.89	-00269.91	00206.92	00410.51	00001.34	00000.60	-00000.53	1
5.532	00239.98	-00290.05	00217.66	00434.85	00001.44	00000.66	-00000.56	1
5.541	00251.53	-00311.02	00229.94	00461.38	00001.55	00000.72	-00000.57	1
5.551	00258.74	-00331.20	00237.03	00482.52	00001.64	00000.75	-00000.59	1
5.561	00268.73	-00351.65	00246.75	00506.72	00001.75	00000.79	-00000.60	1
5.571	00280.78	-00371.30	00258.80	00532.61	00001.86	00000.82	-00000.62	1
5.580	00288.86	-00393.49	00267.59	00556.66	00001.97	00000.85	-00000.68	1
5.590	00296.18	-00412.25	00274.16	00576.92	00002.08	00000.85	-00000.73	1
5.599	00305.07	-00430.10	00281.94	00597.95	00002.20	00000.84	-00000.79	1
5.609	00320.31	-00450.24	00298.95	00628.24	00002.33	00000.88	-00000.85	1
5.618	00330.78	-00470.85	00311.21	00654.19	00002.44	00000.90	-00000.92	1
5.628	00334.72	-00491.40	00316.60	00673.60	00002.53	00000.91	-00001.01	1
5.637	00337.60	-00513.00	00320.92	00692.92	00002.61	00000.93	-00001.12	1
5.647	00345.14	-00535.27	00330.66	00717.62	00002.71	00000.96	-00001.21	1
5.656	00359.83	-00557.47	00346.71	00748.64	00002.83	00001.00	-00001.29	1
5.666	00371.45	-00579.65	00357.59	00775.78	00002.94	00001.00	-00001.37	1
5.675	00387.07	-00602.33	00372.87	00807.25	00003.06	00001.03	-00001.45	1
5.684	00393.31	-00626.80	00377.74	00830.81	00003.14	00001.02	-00001.56	1
5.694	00402.69	-00649.58	00386.89	00856.62	00003.24	00001.02	-00001.66	1
5.703	00416.65	-00669.99	00401.40	00885.21	00003.36	00001.03	-00001.75	1
5.712	00435.03	-00687.96	00421.96	00916.84	00003.49	00001.04	-00001.83	1
5.721	00455.90	-00703.00	00447.18	00949.75	00003.63	00001.07	-00001.90	1
5.731	00465.69	-00717.58	00459.04	00970.82	00003.72	00001.05	-00002.01	1
5.740	00474.51	-00729.55	00469.83	00989.01	00003.80	00001.02	-00002.11	1
5.749	00487.91	-00739.14	00487.09	01010.76	00003.89	00001.01	-00002.19	1
5.758	00498.47	-00749.49	00500.02	01029.68	00003.96	00000.99	-00002.28	1
5.767	00512.65	-00758.90	00517.20	01051.78	00004.04	00000.99	-00002.34	1
5.776	00519.53	-00769.65	00525.87	01067.16	00004.09	00000.97	-00002.42	1
5.786	00530.24	-00779.29	00539.73	01086.16	00004.15	00000.95	-00002.49	1
5.795	00542.38	-00788.19	00554.29	01105.74	00004.21	00000.92	-00002.55	1
5.804	00550.75	-00798.68	00564.49	01122.44	00004.25	00000.88	-00002.66	1
5.813	00559.24	-00808.60	00575.32	01139.11	00004.28	00000.83	-00002.78	1
5.822	00563.41	-00816.36	00580.34	01149.21	00004.29	00000.75	-00002.88	1
5.831	00569.30	-00824.62	00587.26	01161.45	00004.32	00000.68	-00002.98	1
5.840	00572.70	-00833.96	00591.74	01172.02	00004.34	00000.61	-00003.08	1
5.849	00573.69	-00843.68	00594.43	01180.79	00004.36	00000.55	-00003.18	1
5.858	00580.44	-00851.31	00604.37	01194.53	00004.40	00000.51	-00003.25	1
5.867	00588.65	-00855.58	00616.25	01207.60	00004.44	00000.47	-00003.29	1
5.876	00591.87	-00857.75	00622.75	01214.03	00004.47	00000.43	-00003.33	1
5.885	00591.08	-00858.73	00624.31	01215.13	00004.47	00000.37	-00003.39	1
5.894	00592.25	-00858.57	00628.12	01217.55	00004.46	00000.31	-00003.43	1
5.903	00600.97	-00856.05	00639.79	01226.10	00004.46	00000.27	-00003.43	1
5.912	00606.04	-00855.03	00646.02	01231.14	00004.45	00000.23	-00003.44	1
5.921	00612.19	-00856.12	00653.54	01238.88	00004.44	00000.20	-00003.45	1
5.930	00623.01	-00857.49	00665.99	01251.79	00004.46	00000.19	-00003.44	1
5.939	00630.95	-00859.20	00673.89	01261.13	00004.49	00000.17	-00003.43	1
5.948	00629.39	-00865.61	00672.26	01263.86	00004.49	00000.14	-00003.47	1
5.957	00634.71	-00872.61	00678.42	01274.58	00004.51	00000.13	-00003.49	1
5.966	00639.68	-00879.51	00685.24	01285.41	00004.53	00000.12	-00003.51	1
5.975	00649.01	-00887.09	00699.26	01302.73	00004.55	00000.12	-00003.53	1
5.983	00651.03	-00894.39	00706.46	01312.58	00004.53	00000.10	-00003.58	1
5.992	00663.05	-00897.79	00723.55	01330.11	00004.53	00000.06	-00003.59	1
6.001	00662.35	-00903.48	00726.54	01335.24	00004.45	-00000.02	-00003.65	1
6.010	00653.58	-00911.35	00721.14	01333.33	00004.34	-00000.11	-00003.73	1
6.019	00643.27	-00919.63	00713.41	01329.84	00004.24	-00000.20	-00003.81	1
6.028	00637.65	-00927.39	00709.95	01330.67	00004.18	-00000.27	-00003.87	1
6.036	00637.43	-00933.19	00711.28	01335.32	00004.17	-00000.33	-00003.90	1
6.045	00637.97	-00937.97	00713.20	01339.94	00004.16	-00000.37	-00003.92	1
6.054	00636.34	-00942.30	00712.72	01341.96	00004.15	-00000.42	-00003.94	1
6.063	00640.36	-00944.97	00718.89	01349.01	00004.18	-00000.46	-00003.94	1
6.071	00639.50	-00950.20	00720.06	01352.90	00004.18	-00000.49	-00003.97	1
6.080	00638.20	-00956.13	00721.12	01357.02	00004.21	-00000.51	-00004.00	1
6.089	00640.52	-00958.88	00724.77	01361.98	00004.26	-00000.51	-00003.99	1
6.098	00645.22	-00959.50	00729.84	01367.34	00004.35	-00000.51	-00003.97	1
6.106	00652.29	-00960.66	00739.15	01376.48	00004.44	-00000.50	-00003.95	1
6.115	00660.66	-00962.33	00750.17	01387.55	00004.51	-00000.49	-00003.94	1
6.124	00668.73	-00963.92	00760.47	01398.09	00004.56	-00000.51	-00003.94	1
6.132	00677.21	-00969.33	00772.25	01412.30	00004.59	-00000.53	-00003.94	1
6.141	00685.10	-00975.90	00783.95	01427.00	00004.61	-00000.55	-00003.95	1
6.150	00690.34	-00981.57	00792.27	01437.97	00004.62	-00000.58	-00003.94	1
6.158	00692.98	-00986.75	00797.07	01445.41	00004.63	-00000.61	-00003.94	1
6.167	00689.28	-00994.63	00797.17	01449.09	00004.61	-00000.61	-00003.96	1
6.176	00674.10	-01001.31	00782.76	01438.66	00004.59	-00000.62	-00004.00	1
6.184	00658.83	-01006.04	00766.67	01426.17	00004.61	-00000.63	-00004.03	1
6.193	00651.43	-01008.27	00759.37	01420.43	00004.67	-00000.60	-00004.04	1
6.201	00643.83	-01010.00	00752.09	01414.30	00004.76	-00000.54	-00004.04	1
6.210	00637.87	-01009.79	00746.59	01408.52	00004.87	-00000.47	-00004.04	1
6.219	00644.66	-01005.34	00754.69	01412.74	00005.03	-00000.38	-00003.99	1
6.227	00649.01	-01000.72	00760.46	01414.55	00005.16	-00000.31	-00003.97	1
6.236	00654.17	-00995.27	00767.34	01416.80	00005.26	-00000.27	-00003.95	1
6.245	00657.24	-00994.28	00773.48	01420.85	00005.32	-00000.26	-00003.97	1
6.253	00659.53	-00994.48	00778.44	01424.76	00005.35	-00000.27	-00003.99	1
6.262	00662.79	-00996.88	00784.75	01431.39	00005.36	-00000.30	-00003.99	1
6.271	00662.43	-01001.79	00787.48	01436.15	00005.35	-00000.33	-00004.01	1
6.279	00661.33	-01006.84	00789.75	01440.42	00005.32	-00000.37	-00004.01	1
6.288	00670.43	-01008.77	00802.13	01452.76	00005.32	-00000.40	-00003.94	1
6.296	00682.78	-01010.59	00818.07	01468.57	00005.32	-00000.40	-00003.86	1
6.305	00688.68	-01010.84	00825.89	01475.87	00005.28	-00000.41	-00003.77	1
6.314	00690.61	-01010.35	00830.23	01478.86	00005.22	-00000.41	-00003.68	1
6.322	00682.28	-01009.14	00822.22	01469.66	00005.13	-00000.44	-00003.60	1
6.331	00672.01	-01007.67	00811.86	01458.12	00005.02	-00000.46	-00003.53	1
6.339	00662.88	-01006.09	00803.23	01448.04	00004.92	-00000.47	-00003.46	1
6.348	00664.80	-01003.11	00806.00	01448.38	00004.88	-00000.44	-00003.37	1
6.357	00668.06	-01001.10	00810.53	01451.02	00004.86	-00000.41	-00003.29	1
6.365	00665.46	-01001.29	00808.07	01448.58	00004.84	-00000.39	-00003.23	1
6.374	00652.73	-01004.14	00796.16	01438.13	00004.78	-00000.39	-00003.21	1
6.382	00645.94	-01007.24	00791.54	01434.68	00004.75	-00000.37	-00003.17	1
6.391	00647.04	-01008.84	00796.08	01438.80	00004.74	-00000.34	-00003.10	1
6.399	00656.78	-01010.62	00811.52	01453.03	00004.73	-00000.28	-00003.01	1
6.408	00668.74	-01012.72	00828.60	01469.49	00004.72	-00000.22	-00002.89	1
6.417	00680.98	-01014.69	00845.64	01486.08	00004.69	-00000.18	-00002.76	1
6.425	00689.25	-01017.05	00857.61	01498.32	00004.65	-00000.14	-00002.61	1
6.434	00693.43	-01020.05	00864.58	01506.27	00004.58	-00000.10	-00002.47	1
6.442	00693.33	-01022.09	00864.92	01507.80	00004.50	-00000.09	-00002.31	1
6.451	00688.63	-01024.16	00859.96	01504.20	00004.39	-00000.09	-00002.16	1
6.459	00684.44	-01024.47	00856.21	01500.36	00004.27	-00000.08	-00002.00	1
6.468	00679.68	-01023.52	00852.91	01495.67	00004.15	-00000.06	-00001.84	1
6.476	00679.60	-01021.59	00855.12	01495.57	00004.05	-00000.02	-00001.67	1
6.485	00676.99	-01020.12	00852.81	01492.06	00003.94	00000.03	-00001.52	1
6.493	00666.10	-01017.68	00840.51	01478.45	00003.82	00000.06	-00001.40	1
6.502	00653.40	-01014.56	00825.83	01462.28	00003.69	00000.08	-00001.29	1
6.510	00645.91	-01009.81	00815.84	01450.01	00003.59	00000.09	-00001.17	1
6.519	00643.13	-01006.63	00812.16	01444.48	00003.51	00000.12	-00001.05	1
6.527	00643.74	-01003.75	00812.53	01442.96	00003.45	00000.17	-00000.94	1
6.536	00642.06	-01003.29	00812.00	01441.59	00003.38	00000.22	-00000.86	1
6.544	00639.73	-01002.53	00811.37	01439.67	00003.31	00000.27	-00000.79	1
6.553	00637.41	-01000.61	00809.21	01436.08	00003.25	00000.30	-00000.73	1
6.561	00629.15	-00999.72	00799.74	01426.48	00003.17	00000.31	-00000.70	1
6.570	00616.30	-01000.33	00785.04	01413.08	00003.08	00000.30	-00000.68	1
6.578	00602.59	-01001.98	00768.69	01399.27	00003.00	00000.28	-00000.67	1
6.587	00590.64	-01003.78	00753.66	01387.24	00002.95	00000.26	-00000.65	1
6.595	00581.52	-01005.31	00742.66	01378.54	00002.91	00000.26	-00000.63	1
6.604	00575.70	-01007.66	00735.79	01374.12	00002.90	00000.27	-00000.61	1
6.612	00569.93	-01011.31	00730.56	01371.60	00002.88	00000.29	-00000.60	1
6.621	00563.81	-01014.61	00725.97	01369.07	00002.86	00000.31	-00000.61	1
6.629	00557.99	-01016.68	00721.33	01365.76	00002.84	00000.34	-00000.61	1
6.638	00554.83	-01015.65	00717.71	01361.80	00002.84	00000.35	-00000.60	1
6.646	00549.17	-01013.91	00709.68	01353.98	00002.83	00000.35	-00000.61	1
6.655	00542.89	-01011.49	00699.36	01344.23	00002.81	00000.34	-00000.62	1
6.664	00539.94	-01009.37	00692.42	01337.84	00002.80	00000.34	-00000.64	1
6.672	00535.42	-01007.49	00683.93	01330.21	00002.79	00000.34	-00000.66	1
6.681	00530.48	-01005.60	00675.41	01322.43	00002.77	00000.34	-00000.69	1
6.689	00527.23	-01003.36	00670.23	01316.78	00002.75	00000.34	-00000.72	1
6.698	00523.19	-01000.41	00665.06	01310.28	00002.72	00000.35	-00000.73	1
6.706	00516.74	-00997.90	00658.15	01302.30	00002.69	00000.36	-00000.75	1
6.715	00509.57	-00993.88	00650.30	01292.42	00002.65	00000.37	-00000.76	1
6.723	00508.37	-00989.08	00648.60	01287.40	00002.64	00000.40	-00000.75	1
6.732	00495.92	-00984.21	00631.58	01270.24	00002.59	00000.38	-00000.77	1
6.741	00479.29	-00979.64	00610.22	01249.71	00002.54	00000.35	-00000.80	1
6.749	00473.21	-00976.15	00603.68	01241.46	00002.52	00000.37	-00000.80	1
6.758	00471.66	-00972.53	00600.73	01236.59	00002.52	00000.38	-00000.78	1
6.767	00467.60	-00970.32	00595.73	01230.88	00002.52	00000.40	-00000.77	1
6.775	00466.04	-00967.65	00592.76	01226.75	00002.52	00000.42	-00000.75	1
6.784	00461.99	-00965.33	00586.22	01220.23	00002.52	00000.43	-00000.74	1
6.793	00464.94	-00963.38	00589.99	01221.63	00002.54	00000.47	-00000.72	1
6.801	00465.80	-00960.37	00588.14	01218.68	00002.55	00000.48	-00000.71	1
